variable,value,path_1,path_2,path_3,path_4,json_name,row_path,col_path_1,col_path_2,col_path_3,col_path_4,col_path_5,data_type,col_path_1_values,col_path_2_values,col_path_3_values,col_path_4_values,col_path_5_values
content/profile_photos.json,"{'ig_profile_picture': [{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'is_profile_picture': 'boolean', 'cross_post_source': {'source_app': 'string'}, 'backup_uri': 'string'}]}",content,Missing,Missing,Missing,profile_photos.json,ig_profile_picture,uri,Missing,Missing,Missing,Missing,string,"{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'is_profile_picture': 'boolean', 'cross_post_source': {'source_app': 'string'}, 'backup_uri': 'string'}",string,Missing,Missing,Missing
content/profile_photos.json,"{'ig_profile_picture': [{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'is_profile_picture': 'boolean', 'cross_post_source': {'source_app': 'string'}, 'backup_uri': 'string'}]}",content,Missing,Missing,Missing,profile_photos.json,ig_profile_picture,creation_timestamp,Missing,Missing,Missing,Missing,number,"{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'is_profile_picture': 'boolean', 'cross_post_source': {'source_app': 'string'}, 'backup_uri': 'string'}",number,Missing,Missing,Missing
content/profile_photos.json,"{'ig_profile_picture': [{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'is_profile_picture': 'boolean', 'cross_post_source': {'source_app': 'string'}, 'backup_uri': 'string'}]}",content,Missing,Missing,Missing,profile_photos.json,ig_profile_picture,media_metadata,camera_metadata,has_camera_metadata,Missing,Missing,boolean,"{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'is_profile_picture': 'boolean', 'cross_post_source': {'source_app': 'string'}, 'backup_uri': 'string'}",{'camera_metadata': {'has_camera_metadata': 'boolean'}},{'has_camera_metadata': 'boolean'},boolean,Missing
content/profile_photos.json,"{'ig_profile_picture': [{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'is_profile_picture': 'boolean', 'cross_post_source': {'source_app': 'string'}, 'backup_uri': 'string'}]}",content,Missing,Missing,Missing,profile_photos.json,ig_profile_picture,title,Missing,Missing,Missing,Missing,string,"{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'is_profile_picture': 'boolean', 'cross_post_source': {'source_app': 'string'}, 'backup_uri': 'string'}",string,Missing,Missing,Missing
content/profile_photos.json,"{'ig_profile_picture': [{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'is_profile_picture': 'boolean', 'cross_post_source': {'source_app': 'string'}, 'backup_uri': 'string'}]}",content,Missing,Missing,Missing,profile_photos.json,ig_profile_picture,is_profile_picture,Missing,Missing,Missing,Missing,boolean,"{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'is_profile_picture': 'boolean', 'cross_post_source': {'source_app': 'string'}, 'backup_uri': 'string'}",boolean,Missing,Missing,Missing
content/profile_photos.json,"{'ig_profile_picture': [{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'is_profile_picture': 'boolean', 'cross_post_source': {'source_app': 'string'}, 'backup_uri': 'string'}]}",content,Missing,Missing,Missing,profile_photos.json,ig_profile_picture,cross_post_source,source_app,Missing,Missing,Missing,string,"{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'is_profile_picture': 'boolean', 'cross_post_source': {'source_app': 'string'}, 'backup_uri': 'string'}",{'source_app': 'string'},string,Missing,Missing
content/profile_photos.json,"{'ig_profile_picture': [{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'is_profile_picture': 'boolean', 'cross_post_source': {'source_app': 'string'}, 'backup_uri': 'string'}]}",content,Missing,Missing,Missing,profile_photos.json,ig_profile_picture,backup_uri,Missing,Missing,Missing,Missing,string,"{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'is_profile_picture': 'boolean', 'cross_post_source': {'source_app': 'string'}, 'backup_uri': 'string'}",string,Missing,Missing,Missing
content/stories.json,"{'ig_stories': [{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'video_metadata': {'music_genre': 'string', 'exif_data': [{'device_id': 'string', 'camera_position': 'string', 'source_type': 'string'}]}, 'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'cross_post_source': {'source_app': 'string'}, 'dubbing_info': 'array', 'media_variants': 'array', 'backup_uri': 'string'}]}",content,Missing,Missing,Missing,stories.json,ig_stories,uri,Missing,Missing,Missing,Missing,string,"{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'video_metadata': {'music_genre': 'string', 'exif_data': [{'device_id': 'string', 'camera_position': 'string', 'source_type': 'string'}]}, 'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'cross_post_source': {'source_app': 'string'}, 'dubbing_info': 'array', 'media_variants': 'array', 'backup_uri': 'string'}",string,Missing,Missing,Missing
content/stories.json,"{'ig_stories': [{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'video_metadata': {'music_genre': 'string', 'exif_data': [{'device_id': 'string', 'camera_position': 'string', 'source_type': 'string'}]}, 'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'cross_post_source': {'source_app': 'string'}, 'dubbing_info': 'array', 'media_variants': 'array', 'backup_uri': 'string'}]}",content,Missing,Missing,Missing,stories.json,ig_stories,creation_timestamp,Missing,Missing,Missing,Missing,number,"{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'video_metadata': {'music_genre': 'string', 'exif_data': [{'device_id': 'string', 'camera_position': 'string', 'source_type': 'string'}]}, 'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'cross_post_source': {'source_app': 'string'}, 'dubbing_info': 'array', 'media_variants': 'array', 'backup_uri': 'string'}",number,Missing,Missing,Missing
content/stories.json,"{'ig_stories': [{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'video_metadata': {'music_genre': 'string', 'exif_data': [{'device_id': 'string', 'camera_position': 'string', 'source_type': 'string'}]}, 'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'cross_post_source': {'source_app': 'string'}, 'dubbing_info': 'array', 'media_variants': 'array', 'backup_uri': 'string'}]}",content,Missing,Missing,Missing,stories.json,ig_stories,media_metadata,video_metadata,music_genre,Missing,Missing,string,"{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'video_metadata': {'music_genre': 'string', 'exif_data': [{'device_id': 'string', 'camera_position': 'string', 'source_type': 'string'}]}, 'camera_metadata': {'has_camera_metadata': 'boolean'}}, 'title': 'string', 'cross_post_source': {'source_app': 'string'}, 'dubbing_info': 'array', 'media_variants': 'array', 'backup_uri': 'string'}","{'video_metadata': {'music_genre': 'string', 'exif_data': [{'device_id': 'string', 'camera_position': 'string', 'source_type': 'string'}]}, 'camera_metadata': {'has_camera_metadata': 'boolean'}}","{'music_genre': 'string', 'exif_data': [{'device_id': 'string', 'camera_position': 'string', 'source_type': 'string'}]}",string,Missing
