id,variable,value,path_1,path_2,path_3,path_4,json_name,row_path,col_path_1,col_path_1_LIST,col_path_2,col_path_2_LIST,col_path_3,col_path_3_LIST,col_path_4,col_path_4_LIST,col_path_5,col_path_5_LIST,col_path_6,col_path_6_LIST,col_path_7,col_path_7_LIST,col_path_8,col_path_8_LIST,data_type,path,list_path,subfield_path,column_name,var_type,name,duplicate_flag
recently_viewed:recently_viewed:children:description,logged_information/your_interactions_on_facebook/recently_viewed.json,"{'recently_viewed': [{'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}, {'name': 'string', 'description': 'string', 'children': [{'name': 'string', 'description': 'string', 'entries': [{'data': {'value': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'data': {'value': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}]}]}",logged_information,your_interactions_on_facebook,,,recently_viewed.json,recently_viewed,children,LIST,description,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('recently_viewed', 'children', 'description')","[""recently_viewed"", ""children""]","""description""",description,list,recently_viewed,Yes
recently_viewed:recently_viewed:value,logged_information/your_interactions_on_facebook/recently_viewed.json,"{'recently_viewed': [{'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}, {'name': 'string', 'description': 'string', 'children': [{'name': 'string', 'description': 'string', 'entries': [{'data': {'value': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'data': {'value': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}]}]}",logged_information,your_interactions_on_facebook,,,recently_viewed.json,recently_viewed,children,LIST,entries,LIST,data,LIST,value,NO LIST,,NO LIST,,MISSING,,MISSING,,MISSING,string,"('recently_viewed', 'children', 'entries', 'data', 'value')","[""recently_viewed"", ""children""]","""value""",value,list,recently_viewed,Yes
recently_viewed:recently_viewed:children:entries:timestamp,logged_information/your_interactions_on_facebook/recently_viewed.json,"{'recently_viewed': [{'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}, {'name': 'string', 'description': 'string', 'children': [{'name': 'string', 'description': 'string', 'entries': [{'data': {'value': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'data': {'value': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}]}]}",logged_information,your_interactions_on_facebook,,,recently_viewed.json,recently_viewed,children,LIST,entries,LIST,timestamp,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,number,"('recently_viewed', 'children', 'entries', 'timestamp')","[""recently_viewed"", ""children""]","""timestamp""",timestamp,list,recently_viewed,Yes
recently_viewed:recently_viewed:children:entries:data:name,logged_information/your_interactions_on_facebook/recently_viewed.json,"{'recently_viewed': [{'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}, {'name': 'string', 'description': 'string', 'children': [{'name': 'string', 'description': 'string', 'entries': [{'data': {'value': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'data': {'value': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}]}]}",logged_information,your_interactions_on_facebook,,,recently_viewed.json,recently_viewed,children,LIST,entries,LIST,data,LIST,name,NO LIST,,NO LIST,,MISSING,,MISSING,,MISSING,string,"('recently_viewed', 'children', 'entries', 'data', 'name')","[""recently_viewed"", ""children""]","""name""",name,list,recently_viewed,Yes
recently_viewed:recently_viewed:children:entries:data:uri,logged_information/your_interactions_on_facebook/recently_viewed.json,"{'recently_viewed': [{'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}, {'name': 'string', 'description': 'string', 'children': [{'name': 'string', 'description': 'string', 'entries': [{'data': {'value': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'data': {'value': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}]}]}",logged_information,your_interactions_on_facebook,,,recently_viewed.json,recently_viewed,children,LIST,entries,LIST,data,LIST,uri,NO LIST,,NO LIST,,MISSING,,MISSING,,MISSING,string,"('recently_viewed', 'children', 'entries', 'data', 'uri')","[""recently_viewed"", ""children""]","""uri""",uri,list,recently_viewed,Yes
recently_visited:visited_things_v2:value,logged_information/your_interactions_on_facebook/recently_visited.json,"{'visited_things_v2': [{'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'timestamp': 'number', 'data': {'name': 'string', 'uri': 'string'}}]}, {'name': 'string', 'description': 'string', 'entries': [{'data': {'value': 'string'}}]}]}",logged_information,your_interactions_on_facebook,,,recently_visited.json,visited_things_v2,entries,LIST,data,LIST,value,NO LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,string,"('visited_things_v2', 'entries', 'data', 'value')","[""visited_things_v2"", ""entries""]","""value""",value,list,recently_visited,No
who_you_ve_followed:following_v3:name,connections/followers/who_you_ve_followed.json,"{'following_v3': [{'name': 'string', 'timestamp': 'number'}]}",connections,followers,,,who_you_ve_followed.json,following_v3,name,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('following_v3', 'name')",,"[""following_v3"", ""name""]",name,static,who_you_ve_followed,No
who_you_ve_followed:following_v3:timestamp,connections/followers/who_you_ve_followed.json,"{'following_v3': [{'name': 'string', 'timestamp': 'number'}]}",connections,followers,,,who_you_ve_followed.json,following_v3,timestamp,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,number,"('following_v3', 'timestamp')",,"[""following_v3"", ""timestamp""]",timestamp,static,who_you_ve_followed,No
people_you_may_know:media,connections/friends/people_you_may_know.json,"{'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'vec': [{'value': 'string'}]}], 'fbid': 'string', 'ent_name': 'string'}",connections,friends,,,people_you_may_know.json,media,,LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,array,"('media',)",,"[""media""]",media,skip,people_you_may_know,Yes
people_you_may_know:label_values:ent_field_name,connections/friends/people_you_may_know.json,"{'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'vec': [{'value': 'string'}]}], 'fbid': 'string', 'ent_name': 'string'}",connections,friends,,,people_you_may_know.json,label_values,ent_field_name,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('label_values', 'ent_field_name')",,"[""label_values"", ""ent_field_name""]",ent_field_name,static,people_you_may_know,No
people_you_may_know:ent_name,connections/friends/people_you_may_know.json,"{'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'vec': [{'value': 'string'}]}], 'fbid': 'string', 'ent_name': 'string'}",connections,friends,,,people_you_may_know.json,ent_name,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('ent_name',)",,"[""ent_name""]",ent_name,skip,people_you_may_know,No
your_post_audiences:media,connections/friends/your_post_audiences.json,"{'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'dict': ['array'], 'title': 'string'}, {'dict': ['array'], 'title': 'string'}], 'fbid': 'string', 'ent_name': 'string'}",connections,friends,,,your_post_audiences.json,media,,LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,array,"('media',)",,"[""media""]",media,skip,your_post_audiences,Yes
your_post_audiences:label_values:ent_field_name,connections/friends/your_post_audiences.json,"{'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'dict': ['array'], 'title': 'string'}, {'dict': ['array'], 'title': 'string'}], 'fbid': 'string', 'ent_name': 'string'}",connections,friends,,,your_post_audiences.json,label_values,ent_field_name,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('label_values', 'ent_field_name')",,"[""label_values"", ""ent_field_name""]",ent_field_name,static,your_post_audiences,No
your_post_audiences:label_values,connections/friends/your_post_audiences.json,"{'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'dict': ['array'], 'title': 'string'}, {'dict': ['array'], 'title': 'string'}], 'fbid': 'string', 'ent_name': 'string'}",connections,friends,,,your_post_audiences.json,label_values,,LIST,,LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,array,"('label_values',)","[""label_values""]","""label_values""",label_values,list,your_post_audiences,No
your_post_audiences:label_values:title,connections/friends/your_post_audiences.json,"{'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'dict': ['array'], 'title': 'string'}, {'dict': ['array'], 'title': 'string'}], 'fbid': 'string', 'ent_name': 'string'}",connections,friends,,,your_post_audiences.json,label_values,title,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('label_values', 'title')",,"[""label_values"", ""title""]",title,static,your_post_audiences,No
your_post_audiences:ent_name,connections/friends/your_post_audiences.json,"{'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'dict': ['array'], 'title': 'string'}, {'dict': ['array'], 'title': 'string'}], 'fbid': 'string', 'ent_name': 'string'}",connections,friends,,,your_post_audiences.json,ent_name,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('ent_name',)",,"[""ent_name""]",ent_name,skip,your_post_audiences,No
permissions_you_have_granted_to_apps:media,apps_and_websites_off_of_facebook/permissions_you_have_granted_to_apps.json,"{'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'vec': [{'value': 'string'}]}, {'ent_field_name': 'string', 'label': 'string', 'timestamp_value': 'number'}], 'fbid': 'string', 'ent_name': 'string'}",apps_and_websites_off_of_facebook,,,,permissions_you_have_granted_to_apps.json,media,,LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,array,"('media',)",,"[""media""]",media,skip,permissions_you_have_granted_to_apps,Yes
permissions_you_have_granted_to_apps:label_values:ent_field_name,apps_and_websites_off_of_facebook/permissions_you_have_granted_to_apps.json,"{'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'vec': [{'value': 'string'}]}, {'ent_field_name': 'string', 'label': 'string', 'timestamp_value': 'number'}], 'fbid': 'string', 'ent_name': 'string'}",apps_and_websites_off_of_facebook,,,,permissions_you_have_granted_to_apps.json,label_values,ent_field_name,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('label_values', 'ent_field_name')",,"[""label_values"", ""ent_field_name""]",ent_field_name,static,permissions_you_have_granted_to_apps,No
permissions_you_have_granted_to_apps:label_values:timestamp_value,apps_and_websites_off_of_facebook/permissions_you_have_granted_to_apps.json,"{'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'vec': [{'value': 'string'}]}, {'ent_field_name': 'string', 'label': 'string', 'timestamp_value': 'number'}], 'fbid': 'string', 'ent_name': 'string'}",apps_and_websites_off_of_facebook,,,,permissions_you_have_granted_to_apps.json,label_values,timestamp_value,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,number,"('label_values', 'timestamp_value')",,"[""label_values"", ""timestamp_value""]",timestamp_value,static,permissions_you_have_granted_to_apps,No
permissions_you_have_granted_to_apps:ent_name,apps_and_websites_off_of_facebook/permissions_you_have_granted_to_apps.json,"{'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'vec': [{'value': 'string'}]}, {'ent_field_name': 'string', 'label': 'string', 'timestamp_value': 'number'}], 'fbid': 'string', 'ent_name': 'string'}",apps_and_websites_off_of_facebook,,,,permissions_you_have_granted_to_apps.json,ent_name,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('ent_name',)",,"[""ent_name""]",ent_name,skip,permissions_you_have_granted_to_apps,No
your_activity_off_meta_technologies_settings:media,apps_and_websites_off_of_facebook/your_activity_off_meta_technologies_settings.json,"{'timestamp': 'number', 'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'timestamp_value': 'number'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}], 'fbid': 'string', 'ent_name': 'string'}",apps_and_websites_off_of_facebook,,,,your_activity_off_meta_technologies_settings.json,media,,LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,array,"('media',)",,"[""media""]",media,skip,your_activity_off_meta_technologies_settings,Yes
your_activity_off_meta_technologies_settings:label_values:ent_field_name,apps_and_websites_off_of_facebook/your_activity_off_meta_technologies_settings.json,"{'timestamp': 'number', 'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'timestamp_value': 'number'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}], 'fbid': 'string', 'ent_name': 'string'}",apps_and_websites_off_of_facebook,,,,your_activity_off_meta_technologies_settings.json,label_values,ent_field_name,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('label_values', 'ent_field_name')",,"[""label_values"", ""ent_field_name""]",ent_field_name,static,your_activity_off_meta_technologies_settings,No
your_activity_off_meta_technologies_settings:label_values:timestamp_value,apps_and_websites_off_of_facebook/your_activity_off_meta_technologies_settings.json,"{'timestamp': 'number', 'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'timestamp_value': 'number'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}], 'fbid': 'string', 'ent_name': 'string'}",apps_and_websites_off_of_facebook,,,,your_activity_off_meta_technologies_settings.json,label_values,timestamp_value,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,number,"('label_values', 'timestamp_value')",,"[""label_values"", ""timestamp_value""]",timestamp_value,static,your_activity_off_meta_technologies_settings,No
your_activity_off_meta_technologies_settings:label_values,apps_and_websites_off_of_facebook/your_activity_off_meta_technologies_settings.json,"{'timestamp': 'number', 'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'timestamp_value': 'number'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}], 'fbid': 'string', 'ent_name': 'string'}",apps_and_websites_off_of_facebook,,,,your_activity_off_meta_technologies_settings.json,label_values,,LIST,,LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,array,"('label_values',)","[""label_values""]","""label_values""",label_values,list,your_activity_off_meta_technologies_settings,No
your_activity_off_meta_technologies_settings:ent_name,apps_and_websites_off_of_facebook/your_activity_off_meta_technologies_settings.json,"{'timestamp': 'number', 'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'timestamp_value': 'number'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}], 'fbid': 'string', 'ent_name': 'string'}",apps_and_websites_off_of_facebook,,,,your_activity_off_meta_technologies_settings.json,ent_name,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('ent_name',)",,"[""ent_name""]",ent_name,skip,your_activity_off_meta_technologies_settings,No
ad_preferences:media,ads_information/ad_preferences.json,"{'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'dict': ['array'], 'title': 'string'}, {'dict': ['array'], 'title': 'string'}, {'dict': [{'dict': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}], 'title': 'string'}], 'title': 'string'}], 'fbid': 'string', 'ent_name': 'string'}",ads_information,,,,ad_preferences.json,media,,LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,array,"('media',)",,"[""media""]",media,skip,ad_preferences,Yes
ad_preferences:label_values:ent_field_name,ads_information/ad_preferences.json,"{'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'dict': ['array'], 'title': 'string'}, {'dict': ['array'], 'title': 'string'}, {'dict': [{'dict': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}], 'title': 'string'}], 'title': 'string'}], 'fbid': 'string', 'ent_name': 'string'}",ads_information,,,,ad_preferences.json,label_values,ent_field_name,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('label_values', 'ent_field_name')",,"[""label_values"", ""ent_field_name""]",ent_field_name,static,ad_preferences,Yes
ad_preferences:label_values:vec,ads_information/ad_preferences.json,"{'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'dict': ['array'], 'title': 'string'}, {'dict': ['array'], 'title': 'string'}, {'dict': [{'dict': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}], 'title': 'string'}], 'title': 'string'}], 'fbid': 'string', 'ent_name': 'string'}",ads_information,,,,ad_preferences.json,label_values,vec,LIST,,LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,array,"('label_values', 'vec')","[""label_values"", ""vec""]","""vec""",vec,list,ad_preferences,No
ad_preferences:label_values,ads_information/ad_preferences.json,"{'media': ['array'], 'label_values': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'value': 'string'}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'dict': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'ent_field_name': 'string', 'label': 'string', 'vec': ['array']}, {'dict': ['array'], 'title': 'string'}, {'dict': ['array'], 'title': 'string'}, {'dict': [{'dict': [{'ent_field_name': 'string', 'label': 'string', 'value': 'string'}], 'title': 'string'}], 'title': 'string'}], 'fbid': 'string', 'ent_name': 'string'}",ads_information,,,,ad_preferences.json,label_values,,LIST,,LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,array,"('label_values',)","[""label_values""]","""label_values""",label_values,list,ad_preferences,No
