column_name,path,list_path,subfield_path,var_type,data_type
Date,"['Your Activity', 'Most Recent Location Data', 'LocationData', 'Date']",,"['Your Activity', 'Most Recent Location Data', 'LocationData', 'Date']",skip,string
GpsData,"['Your Activity', 'Most Recent Location Data', 'LocationData', 'GpsData']",,"['Your Activity', 'Most Recent Location Data', 'LocationData', 'GpsData']",skip,string
LastRegion,"['Your Activity', 'Most Recent Location Data', 'LocationData', 'LastRegion']",,"['Your Activity', 'Most Recent Location Data', 'LocationData', 'LastRegion']",skip,string
SendGifts,"['Your Activity', 'Purchases', 'SendGifts', 'SendGifts']",,"['Your Activity', 'Purchases', 'SendGifts', 'SendGifts']",skip,object
BuyGifts,"['Your Activity', 'Purchases', 'BuyGifts', 'BuyGifts']",,"['Your Activity', 'Purchases', 'BuyGifts', 'BuyGifts']",skip,object
Date,"['Your Activity', 'Searches', 'SearchList', 'Date']",,"['Your Activity', 'Searches', 'SearchList', 'Date']",static,string
SearchTerm,"['Your Activity', 'Searches', 'SearchList', 'SearchTerm']",,"['Your Activity', 'Searches', 'SearchList', 'SearchTerm']",static,string
Resolution,"['Your Activity', 'Status', 'Status List', 'Resolution']",,"['Your Activity', 'Status', 'Status List', 'Resolution']",static,string
App Version,"['Your Activity', 'Status', 'Status List', 'App Version']",,"['Your Activity', 'Status', 'Status List', 'App Version']",static,string
IDFA,"['Your Activity', 'Status', 'Status List', 'IDFA']",,"['Your Activity', 'Status', 'Status List', 'IDFA']",static,string
GAID,"['Your Activity', 'Status', 'Status List', 'GAID']",,"['Your Activity', 'Status', 'Status List', 'GAID']",static,string
Android ID,"['Your Activity', 'Status', 'Status List', 'Android ID']",,"['Your Activity', 'Status', 'Status List', 'Android ID']",static,string
IDFV,"['Your Activity', 'Status', 'Status List', 'IDFV']",,"['Your Activity', 'Status', 'Status List', 'IDFV']",static,string
Web ID,"['Your Activity', 'Status', 'Status List', 'Web ID']",,"['Your Activity', 'Status', 'Status List', 'Web ID']",static,string
Date,"['Your Activity', 'Watch History', 'VideoList', 'Date']",,"['Your Activity', 'Watch History', 'VideoList', 'Date']",static,string
