variable,value,row_path,col_path_1,col_path_2,col_path_3,col_path_4,col_path_5,data_type,col_path_1_values,col_path_2_values,col_path_3_values,col_path_4_values
App Settings,"{'Block List': {'App': 'number', 'BlockList': 'object'}, 'Settings': {'App': 'number', 'SettingsMap': {'Allow DownLoad': 'string', 'Allow Others to Find Me': 'string', 'App Language': 'string', 'Content Preferences': {'Keyword filters for videos in Following feed': 'array', 'Keyword filters for videos in For You feed': 'array', 'Video Languages Preferences': 'array'}, 'Family Content Preferences': {}, 'Filter Comments': 'string', 'Interests': 'string', 'Personalized Ads': 'string', 'Private Account': 'string', 'Push Notification': {'Desktop notification': 'string', 'New Comments on My Video': 'string', 'New Fans': 'string', 'New Likes on My Video': 'string'}, 'Suggest your account to Facebook friends': 'string', 'Suggest your account to contacts': 'string', 'Suggest your account to people who open or send links to you': 'string', 'Web Language': 'string', 'Who Can Duet With Me': 'string', 'Who Can Post Comments': 'string', 'Who Can Send Me Message': 'string', 'Who Can Stitch with your videos': 'string', 'Who Can View Videos I Liked': 'string'}}}",App Settings,Settings,SettingsMap,Who Can Post Comments,Missing,Missing,string,"{'App': 'number', 'SettingsMap': {'Allow DownLoad': 'string', 'Allow Others to Find Me': 'string', 'App Language': 'string', 'Content Preferences': {'Keyword filters for videos in Following feed': 'array', 'Keyword filters for videos in For You feed': 'array', 'Video Languages Preferences': 'array'}, 'Family Content Preferences': {}, 'Filter Comments': 'string', 'Interests': 'string', 'Personalized Ads': 'string', 'Private Account': 'string', 'Push Notification': {'Desktop notification': 'string', 'New Comments on My Video': 'string', 'New Fans': 'string', 'New Likes on My Video': 'string'}, 'Suggest your account to Facebook friends': 'string', 'Suggest your account to contacts': 'string', 'Suggest your account to people who open or send links to you': 'string', 'Web Language': 'string', 'Who Can Duet With Me': 'string', 'Who Can Post Comments': 'string', 'Who Can Send Me Message': 'string', 'Who Can Stitch with your videos': 'string', 'Who Can View Videos I Liked': 'string'}}","{'Allow DownLoad': 'string', 'Allow Others to Find Me': 'string', 'App Language': 'string', 'Content Preferences': {'Keyword filters for videos in Following feed': 'array', 'Keyword filters for videos in For You feed': 'array', 'Video Languages Preferences': 'array'}, 'Family Content Preferences': {}, 'Filter Comments': 'string', 'Interests': 'string', 'Personalized Ads': 'string', 'Private Account': 'string', 'Push Notification': {'Desktop notification': 'string', 'New Comments on My Video': 'string', 'New Fans': 'string', 'New Likes on My Video': 'string'}, 'Suggest your account to Facebook friends': 'string', 'Suggest your account to contacts': 'string', 'Suggest your account to people who open or send links to you': 'string', 'Web Language': 'string', 'Who Can Duet With Me': 'string', 'Who Can Post Comments': 'string', 'Who Can Send Me Message': 'string', 'Who Can Stitch with your videos': 'string', 'Who Can View Videos I Liked': 'string'}",string,Missing
App Settings,"{'Block List': {'App': 'number', 'BlockList': 'object'}, 'Settings': {'App': 'number', 'SettingsMap': {'Allow DownLoad': 'string', 'Allow Others to Find Me': 'string', 'App Language': 'string', 'Content Preferences': {'Keyword filters for videos in Following feed': 'array', 'Keyword filters for videos in For You feed': 'array', 'Video Languages Preferences': 'array'}, 'Family Content Preferences': {}, 'Filter Comments': 'string', 'Interests': 'string', 'Personalized Ads': 'string', 'Private Account': 'string', 'Push Notification': {'Desktop notification': 'string', 'New Comments on My Video': 'string', 'New Fans': 'string', 'New Likes on My Video': 'string'}, 'Suggest your account to Facebook friends': 'string', 'Suggest your account to contacts': 'string', 'Suggest your account to people who open or send links to you': 'string', 'Web Language': 'string', 'Who Can Duet With Me': 'string', 'Who Can Post Comments': 'string', 'Who Can Send Me Message': 'string', 'Who Can Stitch with your videos': 'string', 'Who Can View Videos I Liked': 'string'}}}",App Settings,Settings,SettingsMap,Who Can Send Me Message,Missing,Missing,string,"{'App': 'number', 'SettingsMap': {'Allow DownLoad': 'string', 'Allow Others to Find Me': 'string', 'App Language': 'string', 'Content Preferences': {'Keyword filters for videos in Following feed': 'array', 'Keyword filters for videos in For You feed': 'array', 'Video Languages Preferences': 'array'}, 'Family Content Preferences': {}, 'Filter Comments': 'string', 'Interests': 'string', 'Personalized Ads': 'string', 'Private Account': 'string', 'Push Notification': {'Desktop notification': 'string', 'New Comments on My Video': 'string', 'New Fans': 'string', 'New Likes on My Video': 'string'}, 'Suggest your account to Facebook friends': 'string', 'Suggest your account to contacts': 'string', 'Suggest your account to people who open or send links to you': 'string', 'Web Language': 'string', 'Who Can Duet With Me': 'string', 'Who Can Post Comments': 'string', 'Who Can Send Me Message': 'string', 'Who Can Stitch with your videos': 'string', 'Who Can View Videos I Liked': 'string'}}","{'Allow DownLoad': 'string', 'Allow Others to Find Me': 'string', 'App Language': 'string', 'Content Preferences': {'Keyword filters for videos in Following feed': 'array', 'Keyword filters for videos in For You feed': 'array', 'Video Languages Preferences': 'array'}, 'Family Content Preferences': {}, 'Filter Comments': 'string', 'Interests': 'string', 'Personalized Ads': 'string', 'Private Account': 'string', 'Push Notification': {'Desktop notification': 'string', 'New Comments on My Video': 'string', 'New Fans': 'string', 'New Likes on My Video': 'string'}, 'Suggest your account to Facebook friends': 'string', 'Suggest your account to contacts': 'string', 'Suggest your account to people who open or send links to you': 'string', 'Web Language': 'string', 'Who Can Duet With Me': 'string', 'Who Can Post Comments': 'string', 'Who Can Send Me Message': 'string', 'Who Can Stitch with your videos': 'string', 'Who Can View Videos I Liked': 'string'}",string,Missing
App Settings,"{'Block List': {'App': 'number', 'BlockList': 'object'}, 'Settings': {'App': 'number', 'SettingsMap': {'Allow DownLoad': 'string', 'Allow Others to Find Me': 'string', 'App Language': 'string', 'Content Preferences': {'Keyword filters for videos in Following feed': 'array', 'Keyword filters for videos in For You feed': 'array', 'Video Languages Preferences': 'array'}, 'Family Content Preferences': {}, 'Filter Comments': 'string', 'Interests': 'string', 'Personalized Ads': 'string', 'Private Account': 'string', 'Push Notification': {'Desktop notification': 'string', 'New Comments on My Video': 'string', 'New Fans': 'string', 'New Likes on My Video': 'string'}, 'Suggest your account to Facebook friends': 'string', 'Suggest your account to contacts': 'string', 'Suggest your account to people who open or send links to you': 'string', 'Web Language': 'string', 'Who Can Duet With Me': 'string', 'Who Can Post Comments': 'string', 'Who Can Send Me Message': 'string', 'Who Can Stitch with your videos': 'string', 'Who Can View Videos I Liked': 'string'}}}",App Settings,Settings,SettingsMap,Who Can Stitch with your videos,Missing,Missing,string,"{'App': 'number', 'SettingsMap': {'Allow DownLoad': 'string', 'Allow Others to Find Me': 'string', 'App Language': 'string', 'Content Preferences': {'Keyword filters for videos in Following feed': 'array', 'Keyword filters for videos in For You feed': 'array', 'Video Languages Preferences': 'array'}, 'Family Content Preferences': {}, 'Filter Comments': 'string', 'Interests': 'string', 'Personalized Ads': 'string', 'Private Account': 'string', 'Push Notification': {'Desktop notification': 'string', 'New Comments on My Video': 'string', 'New Fans': 'string', 'New Likes on My Video': 'string'}, 'Suggest your account to Facebook friends': 'string', 'Suggest your account to contacts': 'string', 'Suggest your account to people who open or send links to you': 'string', 'Web Language': 'string', 'Who Can Duet With Me': 'string', 'Who Can Post Comments': 'string', 'Who Can Send Me Message': 'string', 'Who Can Stitch with your videos': 'string', 'Who Can View Videos I Liked': 'string'}}","{'Allow DownLoad': 'string', 'Allow Others to Find Me': 'string', 'App Language': 'string', 'Content Preferences': {'Keyword filters for videos in Following feed': 'array', 'Keyword filters for videos in For You feed': 'array', 'Video Languages Preferences': 'array'}, 'Family Content Preferences': {}, 'Filter Comments': 'string', 'Interests': 'string', 'Personalized Ads': 'string', 'Private Account': 'string', 'Push Notification': {'Desktop notification': 'string', 'New Comments on My Video': 'string', 'New Fans': 'string', 'New Likes on My Video': 'string'}, 'Suggest your account to Facebook friends': 'string', 'Suggest your account to contacts': 'string', 'Suggest your account to people who open or send links to you': 'string', 'Web Language': 'string', 'Who Can Duet With Me': 'string', 'Who Can Post Comments': 'string', 'Who Can Send Me Message': 'string', 'Who Can Stitch with your videos': 'string', 'Who Can View Videos I Liked': 'string'}",string,Missing
App Settings,"{'Block List': {'App': 'number', 'BlockList': 'object'}, 'Settings': {'App': 'number', 'SettingsMap': {'Allow DownLoad': 'string', 'Allow Others to Find Me': 'string', 'App Language': 'string', 'Content Preferences': {'Keyword filters for videos in Following feed': 'array', 'Keyword filters for videos in For You feed': 'array', 'Video Languages Preferences': 'array'}, 'Family Content Preferences': {}, 'Filter Comments': 'string', 'Interests': 'string', 'Personalized Ads': 'string', 'Private Account': 'string', 'Push Notification': {'Desktop notification': 'string', 'New Comments on My Video': 'string', 'New Fans': 'string', 'New Likes on My Video': 'string'}, 'Suggest your account to Facebook friends': 'string', 'Suggest your account to contacts': 'string', 'Suggest your account to people who open or send links to you': 'string', 'Web Language': 'string', 'Who Can Duet With Me': 'string', 'Who Can Post Comments': 'string', 'Who Can Send Me Message': 'string', 'Who Can Stitch with your videos': 'string', 'Who Can View Videos I Liked': 'string'}}}",App Settings,Settings,SettingsMap,Who Can View Videos I Liked,Missing,Missing,string,"{'App': 'number', 'SettingsMap': {'Allow DownLoad': 'string', 'Allow Others to Find Me': 'string', 'App Language': 'string', 'Content Preferences': {'Keyword filters for videos in Following feed': 'array', 'Keyword filters for videos in For You feed': 'array', 'Video Languages Preferences': 'array'}, 'Family Content Preferences': {}, 'Filter Comments': 'string', 'Interests': 'string', 'Personalized Ads': 'string', 'Private Account': 'string', 'Push Notification': {'Desktop notification': 'string', 'New Comments on My Video': 'string', 'New Fans': 'string', 'New Likes on My Video': 'string'}, 'Suggest your account to Facebook friends': 'string', 'Suggest your account to contacts': 'string', 'Suggest your account to people who open or send links to you': 'string', 'Web Language': 'string', 'Who Can Duet With Me': 'string', 'Who Can Post Comments': 'string', 'Who Can Send Me Message': 'string', 'Who Can Stitch with your videos': 'string', 'Who Can View Videos I Liked': 'string'}}","{'Allow DownLoad': 'string', 'Allow Others to Find Me': 'string', 'App Language': 'string', 'Content Preferences': {'Keyword filters for videos in Following feed': 'array', 'Keyword filters for videos in For You feed': 'array', 'Video Languages Preferences': 'array'}, 'Family Content Preferences': {}, 'Filter Comments': 'string', 'Interests': 'string', 'Personalized Ads': 'string', 'Private Account': 'string', 'Push Notification': {'Desktop notification': 'string', 'New Comments on My Video': 'string', 'New Fans': 'string', 'New Likes on My Video': 'string'}, 'Suggest your account to Facebook friends': 'string', 'Suggest your account to contacts': 'string', 'Suggest your account to people who open or send links to you': 'string', 'Web Language': 'string', 'Who Can Duet With Me': 'string', 'Who Can Post Comments': 'string', 'Who Can Send Me Message': 'string', 'Who Can Stitch with your videos': 'string', 'Who Can View Videos I Liked': 'string'}",string,Missing
Comment,"{'Comments': {'App': 'number', 'CommentsList': [{'date': 'string', 'comment': 'string', 'photo': 'string', 'url': 'string'}]}}",Comment,Comments,App,Missing,Missing,Missing,number,"{'App': 'number', 'CommentsList': [{'date': 'string', 'comment': 'string', 'photo': 'string', 'url': 'string'}]}",number,Missing,Missing
Comment,"{'Comments': {'App': 'number', 'CommentsList': [{'date': 'string', 'comment': 'string', 'photo': 'string', 'url': 'string'}]}}",Comment,Comments,CommentsList,date,Missing,Missing,string,"{'App': 'number', 'CommentsList': [{'date': 'string', 'comment': 'string', 'photo': 'string', 'url': 'string'}]}","{'date': 'string', 'comment': 'string', 'photo': 'string', 'url': 'string'}",string,Missing
Comment,"{'Comments': {'App': 'number', 'CommentsList': [{'date': 'string', 'comment': 'string', 'photo': 'string', 'url': 'string'}]}}",Comment,Comments,CommentsList,comment,Missing,Missing,string,"{'App': 'number', 'CommentsList': [{'date': 'string', 'comment': 'string', 'photo': 'string', 'url': 'string'}]}","{'date': 'string', 'comment': 'string', 'photo': 'string', 'url': 'string'}",string,Missing
Comment,"{'Comments': {'App': 'number', 'CommentsList': [{'date': 'string', 'comment': 'string', 'photo': 'string', 'url': 'string'}]}}",Comment,Comments,CommentsList,photo,Missing,Missing,string,"{'App': 'number', 'CommentsList': [{'date': 'string', 'comment': 'string', 'photo': 'string', 'url': 'string'}]}","{'date': 'string', 'comment': 'string', 'photo': 'string', 'url': 'string'}",string,Missing
Comment,"{'Comments': {'App': 'number', 'CommentsList': [{'date': 'string', 'comment': 'string', 'photo': 'string', 'url': 'string'}]}}",Comment,Comments,CommentsList,url,Missing,Missing,string,"{'App': 'number', 'CommentsList': [{'date': 'string', 'comment': 'string', 'photo': 'string', 'url': 'string'}]}","{'date': 'string', 'comment': 'string', 'photo': 'string', 'url': 'string'}",string,Missing
Direct Message,"{'Direct Messages': {'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}}",Direct Message,Direct Messages,ChatHistory,Chat History with graaciel_:,Date,Missing,string,"{'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}","{'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}","{'Date': 'string', 'From': 'string', 'Content': 'string'}",string
Direct Message,"{'Direct Messages': {'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}}",Direct Message,Direct Messages,ChatHistory,Chat History with graaciel_:,From,Missing,string,"{'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}","{'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}","{'Date': 'string', 'From': 'string', 'Content': 'string'}",string
Direct Message,"{'Direct Messages': {'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}}",Direct Message,Direct Messages,ChatHistory,Chat History with graaciel_:,Content,Missing,string,"{'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}","{'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}","{'Date': 'string', 'From': 'string', 'Content': 'string'}",string
Direct Message,"{'Direct Messages': {'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}}",Direct Message,Direct Messages,ChatHistory,Chat History with jannemertens99:,Date,Missing,string,"{'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}","{'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}","{'Date': 'string', 'From': 'string', 'Content': 'string'}",string
Direct Message,"{'Direct Messages': {'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}}",Direct Message,Direct Messages,ChatHistory,Chat History with jannemertens99:,From,Missing,string,"{'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}","{'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}","{'Date': 'string', 'From': 'string', 'Content': 'string'}",string
Direct Message,"{'Direct Messages': {'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}}",Direct Message,Direct Messages,ChatHistory,Chat History with jannemertens99:,Content,Missing,string,"{'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}","{'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}","{'Date': 'string', 'From': 'string', 'Content': 'string'}",string
Direct Message,"{'Direct Messages': {'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}}",Direct Message,Direct Messages,ChatHistory,Chat History with nynkeveenstraa:,Date,Missing,string,"{'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}","{'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}","{'Date': 'string', 'From': 'string', 'Content': 'string'}",string
Direct Message,"{'Direct Messages': {'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}}",Direct Message,Direct Messages,ChatHistory,Chat History with nynkeveenstraa:,From,Missing,string,"{'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}","{'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}","{'Date': 'string', 'From': 'string', 'Content': 'string'}",string
Direct Message,"{'Direct Messages': {'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}}",Direct Message,Direct Messages,ChatHistory,Chat History with nynkeveenstraa:,Content,Missing,string,"{'ChatHistory': {'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}}","{'Chat History with graaciel_:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with jannemertens99:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}], 'Chat History with nynkeveenstraa:': [{'Date': 'string', 'From': 'string', 'Content': 'string'}]}","{'Date': 'string', 'From': 'string', 'Content': 'string'}",string
Income Plus Wallet Transactions,{'Transaction History': {'TransactionsList': 'object'}},Income Plus Wallet Transactions,Transaction History,TransactionsList,Missing,Missing,Missing,object,{'TransactionsList': 'object'},object,Missing,Missing
Location Review,{'Location Reviews': {'ReviewsList': 'object'}},Location Review,Location Reviews,ReviewsList,Missing,Missing,Missing,object,{'ReviewsList': 'object'},object,Missing,Missing
Post,"{'Posts': {'VideoList': [{'Date': 'string', 'Link': 'string', 'Likes': 'string', 'WhoCanView': 'string', 'AllowComments': 'string', 'AllowStitches': 'string', 'AllowDuets': 'string', 'AllowStickers': 'string', 'AllowSharingToStory': 'string', 'ContentDisclosure': 'string', 'AIGeneratedContent': 'string', 'Sound': 'string', 'Location': 'string', 'Title': 'string', 'AddYoursText': 'string'}]}, 'Recently Deleted Posts': {'PostList': 'array'}}",Post,Posts,VideoList,Date,Missing,Missing,string,"{'VideoList': [{'Date': 'string', 'Link': 'string', 'Likes': 'string', 'WhoCanView': 'string', 'AllowComments': 'string', 'AllowStitches': 'string', 'AllowDuets': 'string', 'AllowStickers': 'string', 'AllowSharingToStory': 'string', 'ContentDisclosure': 'string', 'AIGeneratedContent': 'string', 'Sound': 'string', 'Location': 'string', 'Title': 'string', 'AddYoursText': 'string'}]}","{'Date': 'string', 'Link': 'string', 'Likes': 'string', 'WhoCanView': 'string', 'AllowComments': 'string', 'AllowStitches': 'string', 'AllowDuets': 'string', 'AllowStickers': 'string', 'AllowSharingToStory': 'string', 'ContentDisclosure': 'string', 'AIGeneratedContent': 'string', 'Sound': 'string', 'Location': 'string', 'Title': 'string', 'AddYoursText': 'string'}",string,Missing
Post,"{'Posts': {'VideoList': [{'Date': 'string', 'Link': 'string', 'Likes': 'string', 'WhoCanView': 'string', 'AllowComments': 'string', 'AllowStitches': 'string', 'AllowDuets': 'string', 'AllowStickers': 'string', 'AllowSharingToStory': 'string', 'ContentDisclosure': 'string', 'AIGeneratedContent': 'string', 'Sound': 'string', 'Location': 'string', 'Title': 'string', 'AddYoursText': 'string'}]}, 'Recently Deleted Posts': {'PostList': 'array'}}",Post,Posts,VideoList,Link,Missing,Missing,string,"{'VideoList': [{'Date': 'string', 'Link': 'string', 'Likes': 'string', 'WhoCanView': 'string', 'AllowComments': 'string', 'AllowStitches': 'string', 'AllowDuets': 'string', 'AllowStickers': 'string', 'AllowSharingToStory': 'string', 'ContentDisclosure': 'string', 'AIGeneratedContent': 'string', 'Sound': 'string', 'Location': 'string', 'Title': 'string', 'AddYoursText': 'string'}]}","{'Date': 'string', 'Link': 'string', 'Likes': 'string', 'WhoCanView': 'string', 'AllowComments': 'string', 'AllowStitches': 'string', 'AllowDuets': 'string', 'AllowStickers': 'string', 'AllowSharingToStory': 'string', 'ContentDisclosure': 'string', 'AIGeneratedContent': 'string', 'Sound': 'string', 'Location': 'string', 'Title': 'string', 'AddYoursText': 'string'}",string,Missing
Post,"{'Posts': {'VideoList': [{'Date': 'string', 'Link': 'string', 'Likes': 'string', 'WhoCanView': 'string', 'AllowComments': 'string', 'AllowStitches': 'string', 'AllowDuets': 'string', 'AllowStickers': 'string', 'AllowSharingToStory': 'string', 'ContentDisclosure': 'string', 'AIGeneratedContent': 'string', 'Sound': 'string', 'Location': 'string', 'Title': 'string', 'AddYoursText': 'string'}]}, 'Recently Deleted Posts': {'PostList': 'array'}}",Post,Posts,VideoList,Likes,Missing,Missing,string,"{'VideoList': [{'Date': 'string', 'Link': 'string', 'Likes': 'string', 'WhoCanView': 'string', 'AllowComments': 'string', 'AllowStitches': 'string', 'AllowDuets': 'string', 'AllowStickers': 'string', 'AllowSharingToStory': 'string', 'ContentDisclosure': 'string', 'AIGeneratedContent': 'string', 'Sound': 'string', 'Location': 'string', 'Title': 'string', 'AddYoursText': 'string'}]}","{'Date': 'string', 'Link': 'string', 'Likes': 'string', 'WhoCanView': 'string', 'AllowComments': 'string', 'AllowStitches': 'string', 'AllowDuets': 'string', 'AllowStickers': 'string', 'AllowSharingToStory': 'string', 'ContentDisclosure': 'string', 'AIGeneratedContent': 'string', 'Sound': 'string', 'Location': 'string', 'Title': 'string', 'AddYoursText': 'string'}",string,Missing
Post,"{'Posts': {'VideoList': [{'Date': 'string', 'Link': 'string', 'Likes': 'string', 'WhoCanView': 'string', 'AllowComments': 'string', 'AllowStitches': 'string', 'AllowDuets': 'string', 'AllowStickers': 'string', 'AllowSharingToStory': 'string', 'ContentDisclosure': 'string', 'AIGeneratedContent': 'string', 'Sound': 'string', 'Location': 'string', 'Title': 'string', 'AddYoursText': 'string'}]}, 'Recently Deleted Posts': {'PostList': 'array'}}",Post,Posts,VideoList,WhoCanView,Missing,Missing,string,"{'VideoList': [{'Date': 'string', 'Link': 'string', 'Likes': 'string', 'WhoCanView': 'string', 'AllowComments': 'string', 'AllowStitches': 'string', 'AllowDuets': 'string', 'AllowStickers': 'string', 'AllowSharingToStory': 'string', 'ContentDisclosure': 'string', 'AIGeneratedContent': 'string', 'Sound': 'string', 'Location': 'string', 'Title': 'string', 'AddYoursText': 'string'}]}","{'Date': 'string', 'Link': 'string', 'Likes': 'string', 'WhoCanView': 'string', 'AllowComments': 'string', 'AllowStitches': 'string', 'AllowDuets': 'string', 'AllowStickers': 'string', 'AllowSharingToStory': 'string', 'ContentDisclosure': 'string', 'AIGeneratedContent': 'string', 'Sound': 'string', 'Location': 'string', 'Title': 'string', 'AddYoursText': 'string'}",string,Missing
