column_name,path,list_path,subfield_path,var_type,data_type
,"['Activity', 'Favorite Videos', 'FavoriteVideoList', 'Date']",,,,string
,"['Activity', 'Favorite Videos', 'FavoriteVideoList', 'Link']",,,,string
,"['Activity', 'Follower List', 'FansList', 'Date']",,,,string
,"['Activity', 'Follower List', 'FansList', 'UserName']",,,,string
,"['Activity', 'Following List', 'Following', 'Date']",,,,string
,"['Activity', 'Following List', 'Following', 'UserName']",,,,string
,"['Activity', 'Hashtag', 'HashtagList', 'HashtagName']",,,,string
,"['Activity', 'Hashtag', 'HashtagList', 'HashtagLink']",,,,string
,"['Activity', 'Like List', 'ItemFavoriteList', 'date']",,,,string
,"['Activity', 'Like List', 'ItemFavoriteList', 'link']",,,,string
,"['Activity', 'Login History', 'LoginHistoryList', 'Date']",,,,string
,"['Activity', 'Login History', 'LoginHistoryList', 'IP']",,,,string
,"['Activity', 'Login History', 'LoginHistoryList', 'DeviceModel']",,,,string
,"['Activity', 'Login History', 'LoginHistoryList', 'DeviceSystem']",,,,string
,"['Activity', 'Login History', 'LoginHistoryList', 'NetworkType']",,,,string
,"['Activity', 'Login History', 'LoginHistoryList', 'Carrier']",,,,string
,"['Activity', 'Search History', 'SearchList', 'Date']",,,,string
,"['Activity', 'Search History', 'SearchList', 'SearchTerm']",,,,string
,"['Activity', 'Share History', 'ShareHistoryList', 'Date']",,,,string
,"['Activity', 'Share History', 'ShareHistoryList', 'SharedContent']",,,,string
,"['Activity', 'Share History', 'ShareHistoryList', 'Link']",,,,string
,"['Activity', 'Share History', 'ShareHistoryList', 'Method']",,,,string
,"['Activity', 'Status', 'Status List', 'Resolution']",,,,string
,"['Activity', 'Status', 'Status List', 'App Version']",,,,string
,"['Activity', 'Status', 'Status List', 'IDFA']",,,,string
,"['Activity', 'Status', 'Status List', 'GAID']",,,,string
,"['Activity', 'Status', 'Status List', 'Android ID']",,,,string
,"['Activity', 'Status', 'Status List', 'IDFV']",,,,string
,"['Activity', 'Status', 'Status List', 'Web ID']",,,,string
,"['Activity', 'Video Browsing History', 'VideoList', 'Date']",,,,string
,"['Activity', 'Video Browsing History', 'VideoList', 'Link']",,,,string
,"['Comment', 'Comments', 'CommentsList', 'date']",,,,string
,"['Comment', 'Comments', 'CommentsList', 'comment']",,,,string
,"['Comment', 'Comments', 'CommentsList', 'photo']",,,,string
,"['Comment', 'Comments', 'CommentsList', 'url']",,,,string
,"['Poi Review', 'POI Review', 'ReviewsList', 'PlaceName']",,,,string
,"['Poi Review', 'POI Review', 'ReviewsList', 'Date']",,,,string
,"['Poi Review', 'POI Review', 'ReviewsList', 'Rating']",,,,string
,"['Poi Review', 'POI Review', 'ReviewsList', 'Status']",,,,string
,"['Poi Review', 'POI Review', 'ReviewsList', 'Likes']",,,,string
,"['Poi Review', 'POI Review', 'ReviewsList', 'ReviewText']",,,,string
,"['Video', 'Videos', 'VideoList', 'Date']",,,,string
,"['Video', 'Videos', 'VideoList', 'Link']",,,,string
,"['Video', 'Videos', 'VideoList', 'Likes']",,,,string
,"['Video', 'Videos', 'VideoList', 'WhoCanView']",,,,string
,"['Video', 'Videos', 'VideoList', 'AllowComments']",,,,string
,"['Video', 'Videos', 'VideoList', 'AllowStitches']",,,,string
,"['Video', 'Videos', 'VideoList', 'AllowDuets']",,,,string
,"['Video', 'Videos', 'VideoList', 'AllowStickers']",,,,string
,"['Video', 'Videos', 'VideoList', 'AllowSharingToStory']",,,,string
,"['Video', 'Videos', 'VideoList', 'ContentDisclosure']",,,,string
,"['Video', 'Videos', 'VideoList', 'AIGeneratedContent']",,,,string
,"['Video', 'Videos', 'VideoList', 'Sound']",,,,string
,"['Video', 'Videos', 'VideoList', 'Location']",,,,string
,"['Video', 'Videos', 'VideoList', 'Title']",,,,string
,"['Video', 'Videos', 'VideoList', 'AddYoursText']",,,,string
,"['Profile', 'Profile Information', 'ProfileMap', 'PlatformInfo', 'Description']",,,,string
,"['Profile', 'Profile Information', 'ProfileMap', 'PlatformInfo', 'Name']",,,,string
,"['Profile', 'Profile Information', 'ProfileMap', 'PlatformInfo', 'Platform']",,,,string
,"['Profile', 'Profile Information', 'ProfileMap', 'PlatformInfo', 'Profile Photo']",,,,string
