column_name,path,list_path,subfield_path,var_type,data_type
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
Link,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'Link']",static,string
WatchTime,"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",[],"['Tiktok Live', 'Watch Live History', 'WatchLiveMap', '$NUMBER', 'WatchTime']",static,string
