json_name,column_name,path,list_path,subfield_path,var_type,data_type
manifest.js,globalName,"['dataTypes', 'block', 'files', 'globalName']","[""dataTypes"", ""block"", ""files""]","""globalName""",list,string
manifest.js,count,"['dataTypes', 'block', 'files', 'count']","[""dataTypes"", ""block"", ""files""]","""count""",list,string
manifest.js,fileName,"['dataTypes', 'branchLinks', 'files', 'fileName']","[""dataTypes"", ""branchLinks"", ""files""]","""fileName""",list,string
manifest.js,globalName,"['dataTypes', 'branchLinks', 'files', 'globalName']","[""dataTypes"", ""branchLinks"", ""files""]","""globalName""",list,string
manifest.js,count,"['dataTypes', 'branchLinks', 'files', 'count']","[""dataTypes"", ""branchLinks"", ""files""]","""count""",list,string
manifest.js,fileName,"['dataTypes', 'catalogItem', 'files', 'fileName']","[""dataTypes"", ""catalogItem"", ""files""]","""fileName""",list,string
manifest.js,globalName,"['dataTypes', 'catalogItem', 'files', 'globalName']","[""dataTypes"", ""catalogItem"", ""files""]","""globalName""",list,string
manifest.js,count,"['dataTypes', 'catalogItem', 'files', 'count']","[""dataTypes"", ""catalogItem"", ""files""]","""count""",list,string
manifest.js,fileName,"['dataTypes', 'commerceCatalog', 'files', 'fileName']","[""dataTypes"", ""commerceCatalog"", ""files""]","""fileName""",list,string
manifest.js,globalName,"['dataTypes', 'commerceCatalog', 'files', 'globalName']","[""dataTypes"", ""commerceCatalog"", ""files""]","""globalName""",list,string
manifest.js,count,"['dataTypes', 'commerceCatalog', 'files', 'count']","[""dataTypes"", ""commerceCatalog"", ""files""]","""count""",list,string
manifest.js,fileName,"['dataTypes', 'communityNote', 'files', 'fileName']","[""dataTypes"", ""communityNote"", ""files""]","""fileName""",list,string
manifest.js,globalName,"['dataTypes', 'communityNote', 'files', 'globalName']","[""dataTypes"", ""communityNote"", ""files""]","""globalName""",list,string
manifest.js,count,"['dataTypes', 'communityNote', 'files', 'count']","[""dataTypes"", ""communityNote"", ""files""]","""count""",list,string
manifest.js,fileName,"['dataTypes', 'communityNoteRating', 'files', 'fileName']","[""dataTypes"", ""communityNoteRating"", ""files""]","""fileName""",list,string
manifest.js,globalName,"['dataTypes', 'communityNoteRating', 'files', 'globalName']","[""dataTypes"", ""communityNoteRating"", ""files""]","""globalName""",list,string
manifest.js,count,"['dataTypes', 'communityNoteRating', 'files', 'count']","[""dataTypes"", ""communityNoteRating"", ""files""]","""count""",list,string
manifest.js,fileName,"['dataTypes', 'communityNoteTombstone', 'files', 'fileName']","[""dataTypes"", ""communityNoteTombstone"", ""files""]","""fileName""",list,string
manifest.js,globalName,"['dataTypes', 'communityNoteTombstone', 'files', 'globalName']","[""dataTypes"", ""communityNoteTombstone"", ""files""]","""globalName""",list,string
manifest.js,count,"['dataTypes', 'communityNoteTombstone', 'files', 'count']","[""dataTypes"", ""communityNoteTombstone"", ""files""]","""count""",list,string
manifest.js,fileName,"['dataTypes', 'communityTweet', 'files', 'fileName']","[""dataTypes"", ""communityTweet"", ""files""]","""fileName""",list,string
manifest.js,globalName,"['dataTypes', 'communityTweet', 'files', 'globalName']","[""dataTypes"", ""communityTweet"", ""files""]","""globalName""",list,string
manifest.js,count,"['dataTypes', 'communityTweet', 'files', 'count']","[""dataTypes"", ""communityTweet"", ""files""]","""count""",list,string
manifest.js,fileName,"['dataTypes', 'connectedApplication', 'files', 'fileName']","[""dataTypes"", ""connectedApplication"", ""files""]","""fileName""",list,string
manifest.js,globalName,"['dataTypes', 'connectedApplication', 'files', 'globalName']","[""dataTypes"", ""connectedApplication"", ""files""]","""globalName""",list,string
manifest.js,count,"['dataTypes', 'connectedApplication', 'files', 'count']","[""dataTypes"", ""connectedApplication"", ""files""]","""count""",list,string
manifest.js,fileName,"['dataTypes', 'contact', 'files', 'fileName']","[""dataTypes"", ""contact"", ""files""]","""fileName""",list,string
manifest.js,globalName,"['dataTypes', 'contact', 'files', 'globalName']","[""dataTypes"", ""contact"", ""files""]","""globalName""",list,string
manifest.js,count,"['dataTypes', 'contact', 'files', 'count']","[""dataTypes"", ""contact"", ""files""]","""count""",list,string
manifest.js,fileName,"['dataTypes', 'deletedNoteTweet', 'files', 'fileName']","[""dataTypes"", ""deletedNoteTweet"", ""files""]","""fileName""",list,string
manifest.js,globalName,"['dataTypes', 'deletedNoteTweet', 'files', 'globalName']","[""dataTypes"", ""deletedNoteTweet"", ""files""]","""globalName""",list,string
manifest.js,count,"['dataTypes', 'deletedNoteTweet', 'files', 'count']","[""dataTypes"", ""deletedNoteTweet"", ""files""]","""count""",list,string
manifest.js,fileName,"['dataTypes', 'deletedTweetHeaders', 'files', 'fileName']","[""dataTypes"", ""deletedTweetHeaders"", ""files""]","""fileName""",list,string
manifest.js,globalName,"['dataTypes', 'deletedTweetHeaders', 'files', 'globalName']","[""dataTypes"", ""deletedTweetHeaders"", ""files""]","""globalName""",list,string
manifest.js,count,"['dataTypes', 'deletedTweetHeaders', 'files', 'count']","[""dataTypes"", ""deletedTweetHeaders"", ""files""]","""count""",list,string
manifest.js,fileName,"['dataTypes', 'deletedTweets', 'files', 'fileName']","[""dataTypes"", ""deletedTweets"", ""files""]","""fileName""",list,string
manifest.js,globalName,"['dataTypes', 'deletedTweets', 'files', 'globalName']","[""dataTypes"", ""deletedTweets"", ""files""]","""globalName""",list,string
manifest.js,count,"['dataTypes', 'deletedTweets', 'files', 'count']","[""dataTypes"", ""deletedTweets"", ""files""]","""count""",list,string
manifest.js,fileName,"['dataTypes', 'deviceToken', 'files', 'fileName']","[""dataTypes"", ""deviceToken"", ""files""]","""fileName""",list,string
manifest.js,globalName,"['dataTypes', 'deviceToken', 'files', 'globalName']","[""dataTypes"", ""deviceToken"", ""files""]","""globalName""",list,string
