json_name,id,column_name,path,list_path,subfield_path,var_type,data_type,file_path,duplicate_flag,keepID,date_added
message_1.json,message_requests:username:message_1:title,title,"[""title""]",,"[""title""]",static,string,your_instagram_activity/messages/message_requests/username/message_1.json,No,,pre-trial
message_1.json,message_requests:username:message_1:is_still_participant,is_still_participant,"[""is_still_participant""]",,"[""is_still_participant""]",static,boolean,your_instagram_activity/messages/message_requests/username/message_1.json,No,,pre-trial
message_1.json,message_requests:username:message_1:thread_path,thread_path,"[""thread_path""]",,"[""thread_path""]",static,string,your_instagram_activity/messages/message_requests/username/message_1.json,No,,pre-trial
message_1.json,message_requests:username:message_1:magic_words,magic_words,"[""magic_words""]",,"[""magic_words""]",static,array,your_instagram_activity/messages/message_requests/username/message_1.json,No,,pre-trial
message_1.json,username:message_1:is_pending,is_pending,"[""is_pending""]",,"[""is_pending""]",static,boolean,your_instagram_activity/messages/message_requests/username/message_1.json,No,,pre-trial
consents.json,settings:consents:timestamp,timestamp,"[""timestamp""]",,"[""timestamp""]",static,number,preferences/settings/consents.json,No,settings:consents:timestamp,pre-trial
consents.json,settings:consents:media,media,"[""media""]",,"[""media""]",static,array,preferences/settings/consents.json,No,settings:consents:media,pre-trial
consents.json,settings:consents:fbid,fbid,"[""fbid""]",,"[""fbid""]",static,string,preferences/settings/consents.json,No,settings:consents:fbid,pre-trial
consents.json,settings:consents:ent_name,ent_name,"[""ent_name""]",,"[""ent_name""]",static,string,preferences/settings/consents.json,No,settings:consents:ent_name,pre-trial
locations_of_interest.json,information_about_you:locations_of_interest:media,media,"[""media""]",,"[""media""]",static,array,personal_information/information_about_you/locations_of_interest.json,No,,pre-trial
locations_of_interest.json,information_about_you:locations_of_interest:fbid,fbid,"[""fbid""]",,"[""fbid""]",static,string,personal_information/information_about_you/locations_of_interest.json,No,,pre-trial
locations_of_interest.json,information_about_you:locations_of_interest:ent_name,ent_name,"[""ent_name""]",,"[""ent_name""]",static,string,personal_information/information_about_you/locations_of_interest.json,No,,pre-trial
your_activity_off_meta_technologies_settings.json,apps_and_websites:your_activity_off_meta_technologies_settings:timestamp,timestamp,"[""timestamp""]",,"[""timestamp""]",static,number,apps_and_websites_off_of_instagram/apps_and_websites/your_activity_off_meta_technologies_settings.json,No,,pre-trial
your_activity_off_meta_technologies_settings.json,apps_and_websites:your_activity_off_meta_technologies_settings:media,media,"[""media""]",,"[""media""]",static,array,apps_and_websites_off_of_instagram/apps_and_websites/your_activity_off_meta_technologies_settings.json,No,,pre-trial
your_activity_off_meta_technologies_settings.json,apps_and_websites:your_activity_off_meta_technologies_settings:fbid,fbid,"[""fbid""]",,"[""fbid""]",static,string,apps_and_websites_off_of_instagram/apps_and_websites/your_activity_off_meta_technologies_settings.json,No,,pre-trial
your_activity_off_meta_technologies_settings.json,apps_and_websites:your_activity_off_meta_technologies_settings:ent_name,ent_name,"[""ent_name""]",,"[""ent_name""]",static,string,apps_and_websites_off_of_instagram/apps_and_websites/your_activity_off_meta_technologies_settings.json,No,,pre-trial
ads_about_meta.json,instagram_ads_and_businesses:ads_about_meta:media,media,"[""media""]",,"[""media""]",static,array,ads_information/instagram_ads_and_businesses/ads_about_meta.json,No,instagram_ads_and_businesses:ads_about_meta:media,pre-trial
ads_about_meta.json,instagram_ads_and_businesses:ads_about_meta:fbid,fbid,"[""fbid""]",,"[""fbid""]",static,string,ads_information/instagram_ads_and_businesses/ads_about_meta.json,No,instagram_ads_and_businesses:ads_about_meta:fbid,pre-trial
ads_about_meta.json,instagram_ads_and_businesses:ads_about_meta:ent_name,ent_name,"[""ent_name""]",,"[""ent_name""]",static,string,ads_information/instagram_ads_and_businesses/ads_about_meta.json,No,instagram_ads_and_businesses:ads_about_meta:ent_name,pre-trial
other_categories_used_to_reach_you.json,instagram_ads_and_businesses:other_categories_used_to_reach_you:media,media,"[""media""]",,"[""media""]",static,array,ads_information/instagram_ads_and_businesses/other_categories_used_to_reach_you.json,No,instagram_ads_and_businesses:other_categories_used_to_reach_you:media,pre-trial
other_categories_used_to_reach_you.json,instagram_ads_and_businesses:other_categories_used_to_reach_you:fbid,fbid,"[""fbid""]",,"[""fbid""]",static,string,ads_information/instagram_ads_and_businesses/other_categories_used_to_reach_you.json,No,instagram_ads_and_businesses:other_categories_used_to_reach_you:fbid,pre-trial
other_categories_used_to_reach_you.json,instagram_ads_and_businesses:other_categories_used_to_reach_you:ent_name,ent_name,"[""ent_name""]",,"[""ent_name""]",static,string,ads_information/instagram_ads_and_businesses/other_categories_used_to_reach_you.json,No,instagram_ads_and_businesses:other_categories_used_to_reach_you:ent_name,pre-trial
post_comments_1.json,comments:post_comments_1:Comment:value,value,"[""string_map_data"", ""Comment"", ""value""]",,"[""string_map_data"", ""Comment"", ""value""]",static,string,your_instagram_activity/comments/post_comments_1.json,Yes,comments:post_comments_1:Comment:value,pre-trial
post_comments_1.json,comments:post_comments_1:Comment:value,value,"[""string_map_data"", ""Comment"", ""value""]",,"[""string_map_data"", ""Comment"", ""value""]",static,string,your_instagram_activity/comments/post_comments_1.json,Yes,comments:post_comments_1:Comment:value,pre-trial
post_comments_1.json,comments:post_comments_1:Media Owner:value,value,"[""string_map_data"", ""Media Owner"", ""value""]",,"[""string_map_data"", ""Media Owner"", ""value""]",static,string,your_instagram_activity/comments/post_comments_1.json,Yes,comments:post_comments_1:Media Owner:value,pre-trial
post_comments_1.json,comments:post_comments_1:Media Owner:value,value,"[""string_map_data"", ""Media Owner"", ""value""]",,"[""string_map_data"", ""Media Owner"", ""value""]",static,string,your_instagram_activity/comments/post_comments_1.json,Yes,comments:post_comments_1:Media Owner:value,pre-trial
post_comments_1.json,comments:post_comments_1:timestamp,timestamp,"[""string_map_data"", ""Time"", ""timestamp""]",,"[""string_map_data"", ""Time"", ""timestamp""]",static,number,your_instagram_activity/comments/post_comments_1.json,Yes,comments:post_comments_1:timestamp,pre-trial
post_comments_1.json,comments:post_comments_1:timestamp,timestamp,"[""string_map_data"", ""Time"", ""timestamp""]",,"[""string_map_data"", ""Time"", ""timestamp""]",static,number,your_instagram_activity/comments/post_comments_1.json,Yes,comments:post_comments_1:timestamp,pre-trial
your_information_download_requests.json,other_activity:your_information_download_requests:timestamp,timestamp,"[""timestamp""]",[],"[""timestamp""]",list,number,your_instagram_activity/other_activity/your_information_download_requests.json,Yes,other_activity:your_information_download_requests:timestamp,pre-trial
your_information_download_requests.json,other_activity:your_information_download_requests:timestamp,timestamp,"[""timestamp""]",[],"[""timestamp""]",list,number,your_instagram_activity/other_activity/your_information_download_requests.json,Yes,other_activity:your_information_download_requests:timestamp,pre-trial
your_information_download_requests.json,other_activity:your_information_download_requests:media,media,"[""media""]",[],"[""media""]",list,array,your_instagram_activity/other_activity/your_information_download_requests.json,Yes,,pre-trial
your_information_download_requests.json,other_activity:your_information_download_requests:media,media,"[""media""]",[],"[""media""]",list,array,your_instagram_activity/other_activity/your_information_download_requests.json,Yes,,pre-trial
your_information_download_requests.json,other_activity:your_information_download_requests:fbid,fbid,"[""fbid""]",[],"[""fbid""]",list,string,your_instagram_activity/other_activity/your_information_download_requests.json,Yes,,pre-trial
your_information_download_requests.json,other_activity:your_information_download_requests:fbid,fbid,"[""fbid""]",[],"[""fbid""]",list,string,your_instagram_activity/other_activity/your_information_download_requests.json,Yes,,pre-trial
your_information_download_requests.json,other_activity:your_information_download_requests:ent_name,ent_name,"[""ent_name""]",[],"[""ent_name""]",list,string,your_instagram_activity/other_activity/your_information_download_requests.json,No,,pre-trial
avatar_items.json,avatars_store:avatar_items:item,item,"[""ig_avatar_marketplace_avatar_items"", ""item""]","[""ig_avatar_marketplace_avatar_items""]","[""item""]",list,string,your_instagram_activity/avatars_store/avatar_items.json,No,,pre-trial
avatar_items.json,avatars_store:avatar_items:type,type,"[""ig_avatar_marketplace_avatar_items"", ""type""]","[""ig_avatar_marketplace_avatar_items""]","[""type""]",list,string,your_instagram_activity/avatars_store/avatar_items.json,No,,pre-trial
avatar_items.json,avatars_store:avatar_items:acquisition_time,acquisition_time,"[""ig_avatar_marketplace_avatar_items"", ""acquisition_time""]","[""ig_avatar_marketplace_avatar_items""]","[""acquisition_time""]",list,number,your_instagram_activity/avatars_store/avatar_items.json,No,,pre-trial
post_comments_1.json,comments:post_comments_1:uri,uri,"[""media_list_data"", ""uri""]","[""media_list_data""]","[""uri""]",list,string,your_instagram_activity/comments/post_comments_1.json,No,comments:post_comments_1:uri,pre-trial
profile_photos.json,content:profile_photos:uri,uri,"[""ig_profile_picture"", ""uri""]","[""ig_profile_picture""]","[""uri""]",list,string,your_instagram_activity/content/profile_photos.json,No,,pre-trial
profile_photos.json,content:profile_photos:creation_timestamp,creation_timestamp,"[""ig_profile_picture"", ""creation_timestamp""]","[""ig_profile_picture""]","[""creation_timestamp""]",list,number,your_instagram_activity/content/profile_photos.json,No,,pre-trial
profile_photos.json,content:profile_photos:title,title,"[""ig_profile_picture"", ""title""]","[""ig_profile_picture""]","[""title""]",list,string,your_instagram_activity/content/profile_photos.json,No,,pre-trial
profile_photos.json,content:profile_photos:backup_uri,backup_uri,"[""ig_profile_picture"", ""backup_uri""]","[""ig_profile_picture""]","[""backup_uri""]",list,string,your_instagram_activity/content/profile_photos.json,No,,pre-trial
recently_deleted_content.json,content:recently_deleted_content:media,media,"[""ig_recently_deleted_media"", ""media""]","[""ig_recently_deleted_media""]","[""media""]",list,array,your_instagram_activity/content/recently_deleted_content.json,No,,pre-trial
stories.json,content:stories:uri,uri,"[""ig_stories"", ""uri""]","[""ig_stories""]","[""uri""]",list,string,your_instagram_activity/content/stories.json,No,content:stories:uri,pre-trial
stories.json,content:stories:creation_timestamp,creation_timestamp,"[""ig_stories"", ""creation_timestamp""]","[""ig_stories""]","[""creation_timestamp""]",list,number,your_instagram_activity/content/stories.json,No,content:stories:creation_timestamp,pre-trial
stories.json,content:stories:title,title,"[""ig_stories"", ""title""]","[""ig_stories""]","[""title""]",list,string,your_instagram_activity/content/stories.json,No,content:stories:title,pre-trial
stories.json,content:stories:dubbing_info,dubbing_info,"[""ig_stories"", ""dubbing_info""]","[""ig_stories""]","[""dubbing_info""]",list,array,your_instagram_activity/content/stories.json,No,content:stories:dubbing_info,pre-trial
stories.json,content:stories:media_variants,media_variants,"[""ig_stories"", ""media_variants""]","[""ig_stories""]","[""media_variants""]",list,array,your_instagram_activity/content/stories.json,No,content:stories:media_variants,pre-trial
