id,column_name,path,list_path,subfield_path,var_type,data_type,json_name,duplicate_flag,keepID,date_added,file_path
Tiktok Live:Watch Live History:WatchLiveMap:7510915222069807894:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510915222069807894"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510915222069807894"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7510915222069807894:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7510915222069807894:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510915222069807894"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510915222069807894"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7510915222069807894:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7510915222069807894:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510915222069807894"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510915222069807894"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7510915222069807894:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7511451797668596502:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511451797668596502"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511451797668596502"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7511451797668596502:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7511451797668596502:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511451797668596502"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511451797668596502"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7511451797668596502:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7511451797668596502:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511451797668596502"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511451797668596502"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7511451797668596502:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7511595848539671318:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511595848539671318"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511595848539671318"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7511595848539671318:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7511595848539671318:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511595848539671318"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511595848539671318"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7511595848539671318:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7511595848539671318:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511595848539671318"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511595848539671318"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7511595848539671318:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7511989956848487191:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511989956848487191"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511989956848487191"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7511989956848487191:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7511989956848487191:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511989956848487191"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511989956848487191"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7511989956848487191:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7511989956848487191:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511989956848487191"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511989956848487191"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7511989956848487191:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7512002009315265302:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512002009315265302"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512002009315265302"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7512002009315265302:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7512002009315265302:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512002009315265302"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512002009315265302"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7512002009315265302:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7512002009315265302:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512002009315265302"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512002009315265302"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7512002009315265302:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7512029462775581462:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512029462775581462"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512029462775581462"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7512029462775581462:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7512029462775581462:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512029462775581462"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512029462775581462"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7512029462775581462:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7512029462775581462:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512029462775581462"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512029462775581462"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7512029462775581462:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7512042896728656663:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512042896728656663"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512042896728656663"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7512042896728656663:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7512042896728656663:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512042896728656663"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512042896728656663"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7512042896728656663:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7512042896728656663:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512042896728656663"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512042896728656663"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7512042896728656663:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7512044084329302806:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512044084329302806"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512044084329302806"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7512044084329302806:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7512044084329302806:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512044084329302806"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512044084329302806"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7512044084329302806:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7512044084329302806:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512044084329302806"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512044084329302806"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7512044084329302806:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7512356417656933142:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512356417656933142"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512356417656933142"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7512356417656933142:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7512356417656933142:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512356417656933142"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512356417656933142"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7512356417656933142:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7512356417656933142:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512356417656933142"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512356417656933142"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7512356417656933142:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7517330524805810966:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517330524805810966"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517330524805810966"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7517330524805810966:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7517330524805810966:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517330524805810966"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517330524805810966"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7517330524805810966:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7517330524805810966:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517330524805810966"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517330524805810966"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7517330524805810966:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7517351433877490454:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517351433877490454"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517351433877490454"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7517351433877490454:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7517351433877490454:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517351433877490454"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517351433877490454"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7517351433877490454:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7517351433877490454:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517351433877490454"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517351433877490454"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7517351433877490454:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7517648865860848406:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517648865860848406"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517648865860848406"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7517648865860848406:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7517648865860848406:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517648865860848406"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517648865860848406"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7517648865860848406:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7517648865860848406:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517648865860848406"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517648865860848406"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7517648865860848406:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7517660532373900054:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517660532373900054"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517660532373900054"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7517660532373900054:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7517660532373900054:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517660532373900054"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517660532373900054"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7517660532373900054:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7517660532373900054:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517660532373900054"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517660532373900054"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7517660532373900054:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7520289046615182102:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520289046615182102"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520289046615182102"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7520289046615182102:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7520289046615182102:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520289046615182102"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520289046615182102"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7520289046615182102:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7520289046615182102:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520289046615182102"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520289046615182102"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7520289046615182102:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7520319927560030998:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520319927560030998"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520319927560030998"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7520319927560030998:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7520319927560030998:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520319927560030998"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520319927560030998"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7520319927560030998:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7520319927560030998:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520319927560030998"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520319927560030998"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7520319927560030998:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7520628738036566786:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520628738036566786"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520628738036566786"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7520628738036566786:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7520628738036566786:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520628738036566786"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520628738036566786"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7520628738036566786:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7520628738036566786:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520628738036566786"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520628738036566786"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7520628738036566786:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7520945350673550102:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520945350673550102"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520945350673550102"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7520945350673550102:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7520945350673550102:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520945350673550102"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520945350673550102"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7520945350673550102:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7520945350673550102:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520945350673550102"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520945350673550102"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7520945350673550102:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7521320833324469014:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7521320833324469014"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7521320833324469014"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7521320833324469014:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7521320833324469014:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7521320833324469014"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7521320833324469014"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7521320833324469014:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7521320833324469014:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7521320833324469014"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7521320833324469014"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7521320833324469014:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7522147846905842454:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522147846905842454"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522147846905842454"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7522147846905842454:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7522147846905842454:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522147846905842454"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522147846905842454"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7522147846905842454:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7522147846905842454:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522147846905842454"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522147846905842454"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7522147846905842454:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7522205970572479254:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522205970572479254"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522205970572479254"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7522205970572479254:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7522205970572479254:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522205970572479254"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522205970572479254"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7522205970572479254:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7522205970572479254:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522205970572479254"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522205970572479254"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7522205970572479254:Comments:RawTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7522565704708918038:Comments:CommentTime,CommentTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522565704708918038"", ""Comments"", ""CommentTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522565704708918038"", ""Comments""]","[""CommentTime""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7522565704708918038:Comments:CommentTime,,
Tiktok Live:Watch Live History:WatchLiveMap:7522565704708918038:Comments:CommentContent,CommentContent,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522565704708918038"", ""Comments"", ""CommentContent""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522565704708918038"", ""Comments""]","[""CommentContent""]",list,string,,No,Tiktok Live:Watch Live History:WatchLiveMap:7522565704708918038:Comments:CommentContent,,
Tiktok Live:Watch Live History:WatchLiveMap:7522565704708918038:Comments:RawTime,RawTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522565704708918038"", ""Comments"", ""RawTime""]","[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522565704708918038"", ""Comments""]","[""RawTime""]",list,number,,No,Tiktok Live:Watch Live History:WatchLiveMap:7522565704708918038:Comments:RawTime,,
