json_name,id,column_name,path,list_path,subfield_path,var_type,data_type,file_path,duplicate_flag,date_added,keepID
message_1.json,personal_information:$USERNAME:message_1:magic_words,magic_words,"[""magic_words""]",,"[""magic_words""]",static,array,personal_information/$USERNAME/message_1.json,No,pre-trial,
message_1.json,personal_information:$USERNAME:message_1:is_pending,is_pending,"[""is_pending""]",,"[""is_pending""]",static,boolean,personal_information/$USERNAME/message_1.json,No,pre-trial,
1.json,profile_information:your_facebook_activity:posts:album:1:name,name,"[""name""]",,"[""name""]",static,string,personal_information/profile_information/your_facebook_activity/posts/album/1.json,No,pre-trial,
1.json,profile_information:your_facebook_activity:posts:album:1:last_modified_timestamp,last_modified_timestamp,"[""last_modified_timestamp""]",,"[""last_modified_timestamp""]",static,number,personal_information/profile_information/your_facebook_activity/posts/album/1.json,No,pre-trial,
1.json,profile_information:your_facebook_activity:posts:album:1:description,description,"[""description""]",,"[""description""]",static,string,personal_information/profile_information/your_facebook_activity/posts/album/1.json,No,pre-trial,
secret_conversations.json,profile_information:your_facebook_activity:messages:secret_conversations:secret_conversations_v2:tincan_devices,tincan_devices,"[""secret_conversations_v2"", ""tincan_devices""]",,"[""secret_conversations_v2"", ""tincan_devices""]",static,array,personal_information/profile_information/your_facebook_activity/messages/secret_conversations.json,No,pre-trial,
secret_conversations.json,profile_information:your_facebook_activity:messages:secret_conversations:secret_conversations_v2:calls,calls,"[""secret_conversations_v2"", ""calls""]",,"[""secret_conversations_v2"", ""calls""]",static,array,personal_information/profile_information/your_facebook_activity/messages/secret_conversations.json,No,pre-trial,
voting_location.json,profile_information:your_facebook_activity:voting:voting_location:voting_location_v2:voting_location,voting_location,"[""voting_location_v2"", ""voting_location""]",,"[""voting_location_v2"", ""voting_location""]",static,string,personal_information/profile_information/your_facebook_activity/voting/voting_location.json,No,pre-trial,
voting_reminders.json,profile_information:your_facebook_activity:voting:voting_reminders:voting_reminders_v2:voting_reminders,voting_reminders,"[""voting_reminders_v2"", ""voting_reminders""]",,"[""voting_reminders_v2"", ""voting_reminders""]",static,string,personal_information/profile_information/your_facebook_activity/voting/voting_reminders.json,No,pre-trial,
payment_history.json,profile_information:your_facebook_activity:facebook_payments:payment_history:payments_v2:preferred_currency,preferred_currency,"[""payments_v2"", ""preferred_currency""]",,"[""payments_v2"", ""preferred_currency""]",static,string,personal_information/profile_information/your_facebook_activity/facebook_payments/payment_history.json,No,pre-trial,
payment_history.json,profile_information:your_facebook_activity:facebook_payments:payment_history:payments_v2:payments,payments,"[""payments_v2"", ""payments""]",,"[""payments_v2"", ""payments""]",static,array,personal_information/profile_information/your_facebook_activity/facebook_payments/payment_history.json,No,pre-trial,
0.json,profile_information:your_facebook_activity:posts:album:0:cover_photo:uri,uri,"[""cover_photo"", ""uri""]",,"[""cover_photo"", ""uri""]",static,string,personal_information/profile_information/your_facebook_activity/posts/album/0.json,No,pre-trial,
0.json,profile_information:your_facebook_activity:posts:album:0:cover_photo:creation_timestamp,creation_timestamp,"[""cover_photo"", ""creation_timestamp""]",,"[""cover_photo"", ""creation_timestamp""]",static,number,personal_information/profile_information/your_facebook_activity/posts/album/0.json,No,pre-trial,
0.json,profile_information:your_facebook_activity:posts:album:0:cover_photo:title,title,"[""cover_photo"", ""title""]",,"[""cover_photo"", ""title""]",static,string,personal_information/profile_information/your_facebook_activity/posts/album/0.json,No,pre-trial,
0.json,profile_information:your_facebook_activity:posts:album:0:cover_photo:description,description,"[""cover_photo"", ""description""]",,"[""cover_photo"", ""description""]",static,string,personal_information/profile_information/your_facebook_activity/posts/album/0.json,No,pre-trial,
message_1.json,personal_information:$USERNAME:message_1:joinable_mode:mode,mode,"[""joinable_mode"", ""mode""]",,"[""joinable_mode"", ""mode""]",static,number,personal_information/$USERNAME/message_1.json,No,pre-trial,
message_1.json,personal_information:$USERNAME:message_1:joinable_mode:link,link,"[""joinable_mode"", ""link""]",,"[""joinable_mode"", ""link""]",static,string,personal_information/$USERNAME/message_1.json,No,pre-trial,
1.json,profile_information:your_facebook_activity:posts:album:1:cover_photo:uri,uri,"[""cover_photo"", ""uri""]",,"[""cover_photo"", ""uri""]",static,string,personal_information/profile_information/your_facebook_activity/posts/album/1.json,No,pre-trial,
1.json,profile_information:your_facebook_activity:posts:album:1:cover_photo:creation_timestamp,creation_timestamp,"[""cover_photo"", ""creation_timestamp""]",,"[""cover_photo"", ""creation_timestamp""]",static,number,personal_information/profile_information/your_facebook_activity/posts/album/1.json,No,pre-trial,
1.json,profile_information:your_facebook_activity:posts:album:1:cover_photo:title,title,"[""cover_photo"", ""title""]",,"[""cover_photo"", ""title""]",static,string,personal_information/profile_information/your_facebook_activity/posts/album/1.json,No,pre-trial,
support_messages.json,messages:support_messages:8752122044910884:timestamp,timestamp,"[""support_messages"", ""8752122044910884"", ""timestamp""]",,"[""support_messages"", ""8752122044910884"", ""timestamp""]",static,number,personal_information/profile_information/your_facebook_activity/messages/support_messages.json,No,pre-trial,
support_messages.json,messages:support_messages:8752122044910884:subject,subject,"[""support_messages"", ""8752122044910884"", ""subject""]",,"[""support_messages"", ""8752122044910884"", ""subject""]",static,string,personal_information/profile_information/your_facebook_activity/messages/support_messages.json,No,pre-trial,
support_messages.json,messages:support_messages:7156925894430515:timestamp,timestamp,"[""support_messages"", ""7156925894430515"", ""timestamp""]",,"[""support_messages"", ""7156925894430515"", ""timestamp""]",static,number,personal_information/profile_information/your_facebook_activity/messages/support_messages.json,No,pre-trial,
support_messages.json,messages:support_messages:7156925894430515:subject,subject,"[""support_messages"", ""7156925894430515"", ""subject""]",,"[""support_messages"", ""7156925894430515"", ""subject""]",static,string,personal_information/profile_information/your_facebook_activity/messages/support_messages.json,No,pre-trial,
your_recent_account_recovery_successes.json,profile_information:security_and_login_information:your_recent_account_recovery_successes:media,media,"[""media""]",[],"[""media""]",list,array,personal_information/profile_information/security_and_login_information/your_recent_account_recovery_successes.json,No,pre-trial,
your_recent_account_recovery_successes.json,profile_information:security_and_login_information:your_recent_account_recovery_successes:fbid,fbid,"[""fbid""]",[],"[""fbid""]",list,string,personal_information/profile_information/security_and_login_information/your_recent_account_recovery_successes.json,No,pre-trial,
device_login_cookies.json,profile_information:security_and_login_information:device_login_cookies:media,media,"[""media""]",[],"[""media""]",list,array,personal_information/profile_information/security_and_login_information/device_login_cookies.json,No,pre-trial,
device_login_cookies.json,profile_information:security_and_login_information:device_login_cookies:fbid,fbid,"[""fbid""]",[],"[""fbid""]",list,string,personal_information/profile_information/security_and_login_information/device_login_cookies.json,No,pre-trial,
your_device_push_settings.json,profile_information:preferences:preferences:your_device_push_settings:media,media,"[""media""]",[],"[""media""]",list,array,personal_information/profile_information/preferences/preferences/your_device_push_settings.json,No,pre-trial,
your_device_push_settings.json,profile_information:preferences:preferences:your_device_push_settings:fbid,fbid,"[""fbid""]",[],"[""fbid""]",list,string,personal_information/profile_information/preferences/preferences/your_device_push_settings.json,No,pre-trial,
notification_preferences.json,preferences:notification_preferences:timestamp,timestamp,"[""timestamp""]",[],"[""timestamp""]",list,number,personal_information/profile_information/preferences/preferences/notification_preferences.json,No,pre-trial,
notification_preferences.json,preferences:notification_preferences:media,media,"[""media""]",[],"[""media""]",list,array,personal_information/profile_information/preferences/preferences/notification_preferences.json,No,pre-trial,
notification_preferences.json,preferences:notification_preferences:fbid,fbid,"[""fbid""]",[],"[""fbid""]",list,string,personal_information/profile_information/preferences/preferences/notification_preferences.json,No,pre-trial,
information_about_your_devices.json,profile_information:your_facebook_activity:messages:information_about_your_devices:media,media,"[""media""]",[],"[""media""]",list,array,personal_information/profile_information/your_facebook_activity/messages/information_about_your_devices.json,No,pre-trial,
information_about_your_devices.json,profile_information:your_facebook_activity:messages:information_about_your_devices:fbid,fbid,"[""fbid""]",[],"[""fbid""]",list,string,personal_information/profile_information/your_facebook_activity/messages/information_about_your_devices.json,No,pre-trial,
posts_on_other_pages_and_profiles.json,profile_information:your_facebook_activity:posts:posts_on_other_pages_and_profiles:timestamp,timestamp,"[""timestamp""]",[],"[""timestamp""]",list,number,personal_information/profile_information/your_facebook_activity/posts/posts_on_other_pages_and_profiles.json,No,pre-trial,
posts_on_other_pages_and_profiles.json,profile_information:your_facebook_activity:posts:posts_on_other_pages_and_profiles:media,media,"[""media""]",[],"[""media""]",list,array,personal_information/profile_information/your_facebook_activity/posts/posts_on_other_pages_and_profiles.json,No,pre-trial,
posts_on_other_pages_and_profiles.json,profile_information:your_facebook_activity:posts:posts_on_other_pages_and_profiles:fbid,fbid,"[""fbid""]",[],"[""fbid""]",list,string,personal_information/profile_information/your_facebook_activity/posts/posts_on_other_pages_and_profiles.json,No,pre-trial,
content_sharing_links_you_have_created.json,profile_information:your_facebook_activity:posts:content_sharing_links_you_have_created:timestamp,timestamp,"[""timestamp""]",[],"[""timestamp""]",list,number,personal_information/profile_information/your_facebook_activity/posts/content_sharing_links_you_have_created.json,No,pre-trial,
content_sharing_links_you_have_created.json,profile_information:your_facebook_activity:posts:content_sharing_links_you_have_created:media,media,"[""media""]",[],"[""media""]",list,array,personal_information/profile_information/your_facebook_activity/posts/content_sharing_links_you_have_created.json,No,pre-trial,
content_sharing_links_you_have_created.json,profile_information:your_facebook_activity:posts:content_sharing_links_you_have_created:fbid,fbid,"[""fbid""]",[],"[""fbid""]",list,string,personal_information/profile_information/your_facebook_activity/posts/content_sharing_links_you_have_created.json,No,pre-trial,
places_you_have_been_tagged_in.json,profile_information:your_facebook_activity:posts:places_you_have_been_tagged_in:media,media,"[""media""]",[],"[""media""]",list,array,personal_information/profile_information/your_facebook_activity/posts/places_you_have_been_tagged_in.json,No,pre-trial,
places_you_have_been_tagged_in.json,profile_information:your_facebook_activity:posts:places_you_have_been_tagged_in:fbid,fbid,"[""fbid""]",[],"[""fbid""]",list,string,personal_information/profile_information/your_facebook_activity/posts/places_you_have_been_tagged_in.json,No,pre-trial,
time_spent_on_facebook.json,profile_information:your_facebook_activity:other_activity:time_spent_on_facebook:timestamp,timestamp,"[""timestamp""]",[],"[""timestamp""]",list,number,personal_information/profile_information/your_facebook_activity/other_activity/time_spent_on_facebook.json,No,pre-trial,
time_spent_on_facebook.json,profile_information:your_facebook_activity:other_activity:time_spent_on_facebook:media,media,"[""media""]",[],"[""media""]",list,array,personal_information/profile_information/your_facebook_activity/other_activity/time_spent_on_facebook.json,No,pre-trial,
time_spent_on_facebook.json,profile_information:your_facebook_activity:other_activity:time_spent_on_facebook:fbid,fbid,"[""fbid""]",[],"[""fbid""]",list,string,personal_information/profile_information/your_facebook_activity/other_activity/time_spent_on_facebook.json,No,pre-trial,
top_fan_information.json,profile_information:your_facebook_activity:other_activity:top_fan_information:media,media,"[""media""]",[],"[""media""]",list,array,personal_information/profile_information/your_facebook_activity/other_activity/top_fan_information.json,No,pre-trial,
top_fan_information.json,profile_information:your_facebook_activity:other_activity:top_fan_information:fbid,fbid,"[""fbid""]",[],"[""fbid""]",list,string,personal_information/profile_information/your_facebook_activity/other_activity/top_fan_information.json,No,pre-trial,
top_fan_badges_you've_received.json,profile_information:your_facebook_activity:other_activity:top_fan_badges_you've_received:timestamp,timestamp,"[""timestamp""]",[],"[""timestamp""]",list,number,personal_information/profile_information/your_facebook_activity/other_activity/top_fan_badges_you've_received.json,No,pre-trial,
top_fan_badges_you've_received.json,profile_information:your_facebook_activity:other_activity:top_fan_badges_you've_received:media,media,"[""media""]",[],"[""media""]",list,array,personal_information/profile_information/your_facebook_activity/other_activity/top_fan_badges_you've_received.json,No,pre-trial,
top_fan_badges_you've_received.json,profile_information:your_facebook_activity:other_activity:top_fan_badges_you've_received:fbid,fbid,"[""fbid""]",[],"[""fbid""]",list,string,personal_information/profile_information/your_facebook_activity/other_activity/top_fan_badges_you've_received.json,No,pre-trial,
facebook_new_user_guide.json,profile_information:your_facebook_activity:other_activity:facebook_new_user_guide:media,media,"[""media""]",[],"[""media""]",list,array,personal_information/profile_information/your_facebook_activity/other_activity/facebook_new_user_guide.json,No,pre-trial,
