id,column_name,path,list_path,subfield_path,var_type,data_type,json_name,duplicate_flag
TikTok Shop:ProductReviewHistories,ProductReviewHistories,"['TikTok Shop', 'Product Reviews', 'ProductReviewHistories']",,"[""TikTok Shop"", ""Product Reviews"", ""ProductReviewHistories""]",static,object,,No
TikTok Shop:ReturnAndRefundHistories,ReturnAndRefundHistories,"['TikTok Shop', 'Returns and Refunds History', 'ReturnAndRefundHistories']",,"[""TikTok Shop"", ""Returns and Refunds History"", ""ReturnAndRefundHistories""]",static,object,,No
TikTok Shop:SavedAddress,SavedAddress,"['TikTok Shop', 'Saved Address Information', 'SavedAddress']",,"[""TikTok Shop"", ""Saved Address Information"", ""SavedAddress""]",static,object,,No
TikTok Shop:ShoppingCart,ShoppingCart,"['TikTok Shop', 'Shopping Cart List', 'ShoppingCart']",,"[""TikTok Shop"", ""Shopping Cart List"", ""ShoppingCart""]",static,object,,No
TikTok Shop:Vouchers,Vouchers,"['TikTok Shop', 'Vouchers', 'Vouchers']",,"[""TikTok Shop"", ""Vouchers"", ""Vouchers""]",static,object,,No
Tiktok Live:GoLiveList,GoLiveList,"['Tiktok Live', 'Go Live History', 'GoLiveList']",,"[""Tiktok Live"", ""Go Live History"", ""GoLiveList""]",static,object,,No
Tiktok Live:MostRecentModificationTimeInApp,MostRecentModificationTimeInApp,"['Tiktok Live', 'Watch Live Settings', 'MostRecentModificationTimeInApp']",,"[""Tiktok Live"", ""Watch Live Settings"", ""MostRecentModificationTimeInApp""]",static,string,,No
Tiktok Live:MostRecentModificationTimeInWeb,MostRecentModificationTimeInWeb,"['Tiktok Live', 'Watch Live Settings', 'MostRecentModificationTimeInWeb']",,"[""Tiktok Live"", ""Watch Live Settings"", ""MostRecentModificationTimeInWeb""]",static,string,,No
Your Activity:FavoriteEffectsList,FavoriteEffectsList,"['Your Activity', 'Favorite Effects', 'FavoriteEffectsList']",,"[""Your Activity"", ""Favorite Effects"", ""FavoriteEffectsList""]",static,object,,No
Your Activity:FavoriteHashtagList,FavoriteHashtagList,"['Your Activity', 'Favorite Hashtags', 'FavoriteHashtagList']",,"[""Your Activity"", ""Favorite Hashtags"", ""FavoriteHashtagList""]",static,object,,No
Your Activity:FavoriteSoundList,FavoriteSoundList,"['Your Activity', 'Favorite Sounds', 'FavoriteSoundList']",,"[""Your Activity"", ""Favorite Sounds"", ""FavoriteSoundList""]",static,object,,No
Your Activity:Favorite Videos:App,App,"['Your Activity', 'Favorite Videos', 'App']",,"[""Your Activity"", ""Favorite Videos"", ""App""]",static,number,,No
Your Activity:FavoriteVideoList,FavoriteVideoList,"['Your Activity', 'Favorite Videos', 'FavoriteVideoList']",,"[""Your Activity"", ""Favorite Videos"", ""FavoriteVideoList""]",static,object,,No
Your Activity:Follower:App,App,"['Your Activity', 'Follower', 'App']",,"[""Your Activity"", ""Follower"", ""App""]",static,number,,No
Your Activity:Follower:IsFastLane,IsFastLane,"['Your Activity', 'Follower', 'IsFastLane']",,"[""Your Activity"", ""Follower"", ""IsFastLane""]",static,boolean,,No
Your Activity:FansList,FansList,"['Your Activity', 'Follower', 'FansList']",,"[""Your Activity"", ""Follower"", ""FansList""]",static,object,,No
Your Activity:Following:App,App,"['Your Activity', 'Following', 'App']",,"[""Your Activity"", ""Following"", ""App""]",static,number,,No
Your Activity:Following:IsFastLane,IsFastLane,"['Your Activity', 'Following', 'IsFastLane']",,"[""Your Activity"", ""Following"", ""IsFastLane""]",static,boolean,,No
Your Activity:Following,Following,"['Your Activity', 'Following', 'Following']",,"[""Your Activity"", ""Following"", ""Following""]",static,object,,No
Your Activity:HashtagList,HashtagList,"['Your Activity', 'Hashtag', 'HashtagList']",,"[""Your Activity"", ""Hashtag"", ""HashtagList""]",static,object,,No
Your Activity:Like List:App,App,"['Your Activity', 'Like List', 'App']",,"[""Your Activity"", ""Like List"", ""App""]",static,number,,No
Your Activity:ItemFavoriteList,ItemFavoriteList,"['Your Activity', 'Like List', 'ItemFavoriteList']",,"[""Your Activity"", ""Like List"", ""ItemFavoriteList""]",static,object,,No
Your Activity:LoginHistoryList,LoginHistoryList,"['Your Activity', 'Login History', 'LoginHistoryList']",,"[""Your Activity"", ""Login History"", ""LoginHistoryList""]",static,object,,No
Your Activity:ShareHistoryList,ShareHistoryList,"['Your Activity', 'Share History', 'ShareHistoryList']",,"[""Your Activity"", ""Share History"", ""ShareHistoryList""]",static,object,,No
App Settings:Allow DownLoad,Allow DownLoad,"['App Settings', 'Settings', 'SettingsMap', 'Allow DownLoad']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Allow DownLoad""]",static,string,,No
App Settings:Allow Others to Find Me,Allow Others to Find Me,"['App Settings', 'Settings', 'SettingsMap', 'Allow Others to Find Me']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Allow Others to Find Me""]",static,string,,No
App Settings:App Language,App Language,"['App Settings', 'Settings', 'SettingsMap', 'App Language']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""App Language""]",static,string,,No
App Settings:Filter Comments,Filter Comments,"['App Settings', 'Settings', 'SettingsMap', 'Filter Comments']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Filter Comments""]",static,string,,No
App Settings:Interests,Interests,"['App Settings', 'Settings', 'SettingsMap', 'Interests']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Interests""]",static,string,,No
App Settings:Private Account,Private Account,"['App Settings', 'Settings', 'SettingsMap', 'Private Account']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Private Account""]",static,string,,No
App Settings:Suggest your account to Facebook friends,Suggest your account to Facebook friends,"['App Settings', 'Settings', 'SettingsMap', 'Suggest your account to Facebook friends']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Suggest your account to Facebook friends""]",static,string,,No
App Settings:Suggest your account to contacts,Suggest your account to contacts,"['App Settings', 'Settings', 'SettingsMap', 'Suggest your account to contacts']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Suggest your account to contacts""]",static,string,,No
App Settings:Suggest your account to people who open or send links to you,Suggest your account to people who open or send links to you,"['App Settings', 'Settings', 'SettingsMap', 'Suggest your account to people who open or send links to you']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Suggest your account to people who open or send links to you""]",static,string,,No
App Settings:Web Language,Web Language,"['App Settings', 'Settings', 'SettingsMap', 'Web Language']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Web Language""]",static,string,,No
App Settings:Who Can Duet With Me,Who Can Duet With Me,"['App Settings', 'Settings', 'SettingsMap', 'Who Can Duet With Me']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Who Can Duet With Me""]",static,string,,No
App Settings:Who Can Post Comments,Who Can Post Comments,"['App Settings', 'Settings', 'SettingsMap', 'Who Can Post Comments']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Who Can Post Comments""]",static,string,,No
App Settings:Who Can Send Me Message,Who Can Send Me Message,"['App Settings', 'Settings', 'SettingsMap', 'Who Can Send Me Message']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Who Can Send Me Message""]",static,string,,No
App Settings:Who Can Stitch with your videos,Who Can Stitch with your videos,"['App Settings', 'Settings', 'SettingsMap', 'Who Can Stitch with your videos']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Who Can Stitch with your videos""]",static,string,,No
App Settings:Who Can View Videos I Liked,Who Can View Videos I Liked,"['App Settings', 'Settings', 'SettingsMap', 'Who Can View Videos I Liked']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Who Can View Videos I Liked""]",static,string,,No
Profile:bioDescription,bioDescription,"['Profile', 'Profile Info', 'ProfileMap', 'bioDescription']",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""bioDescription""]",static,string,,No
Profile:birthDate,birthDate,"['Profile', 'Profile Info', 'ProfileMap', 'birthDate']",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""birthDate""]",static,string,,No
Profile:emailAddress,emailAddress,"['Profile', 'Profile Info', 'ProfileMap', 'emailAddress']",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""emailAddress""]",static,string,,No
Profile:likesReceived,likesReceived,"['Profile', 'Profile Info', 'ProfileMap', 'likesReceived']",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""likesReceived""]",static,string,,No
Profile:profilePhoto,profilePhoto,"['Profile', 'Profile Info', 'ProfileMap', 'profilePhoto']",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""profilePhoto""]",static,string,,No
Profile:profileVideo,profileVideo,"['Profile', 'Profile Info', 'ProfileMap', 'profileVideo']",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""profileVideo""]",static,string,,No
Profile:telephoneNumber,telephoneNumber,"['Profile', 'Profile Info', 'ProfileMap', 'telephoneNumber']",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""telephoneNumber""]",static,string,,No
Profile:userName,userName,"['Profile', 'Profile Info', 'ProfileMap', 'userName']",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""userName""]",static,string,,No
Tiktok Live:Allow agencies to find and invite you,Allow agencies to find and invite you,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow agencies to find and invite you']",,"[""Tiktok Live"", ""Go Live Settings"", ""SettingsMap"", ""Allow agencies to find and invite you""]",static,string,,No
Tiktok Live:Allow others to invite you to co-host in LIVE,Allow others to invite you to co-host in LIVE,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow others to invite you to co-host in LIVE']",,"[""Tiktok Live"", ""Go Live Settings"", ""SettingsMap"", ""Allow others to invite you to co-host in LIVE""]",static,string,,No
Tiktok Live:Allow people to send and receive comments during your LIVE,Allow people to send and receive comments during your LIVE,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow people to send and receive comments during your LIVE']",,"[""Tiktok Live"", ""Go Live Settings"", ""SettingsMap"", ""Allow people to send and receive comments during your LIVE""]",static,string,,No
Tiktok Live:Allow suggested LIVE hosts to invite you to co-host in LIVE,Allow suggested LIVE hosts to invite you to co-host in LIVE,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow suggested LIVE hosts to invite you to co-host in LIVE']",,"[""Tiktok Live"", ""Go Live Settings"", ""SettingsMap"", ""Allow suggested LIVE hosts to invite you to co-host in LIVE""]",static,string,,No
Tiktok Live:Allow viewers to request to go LIVE with you,Allow viewers to request to go LIVE with you,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow viewers to request to go LIVE with you']",,"[""Tiktok Live"", ""Go Live Settings"", ""SettingsMap"", ""Allow viewers to request to go LIVE with you""]",static,string,,No
Tiktok Live:Allow viewers to see and send questions and answers in your LIVE,Allow viewers to see and send questions and answers in your LIVE,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow viewers to see and send questions and answers in your LIVE']",,"[""Tiktok Live"", ""Go Live Settings"", ""SettingsMap"", ""Allow viewers to see and send questions and answers in your LIVE""]",static,string,,No
Tiktok Live:Allow viewers to send you gifts during your LIVE,Allow viewers to send you gifts during your LIVE,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow viewers to send you gifts during your LIVE']",,"[""Tiktok Live"", ""Go Live Settings"", ""SettingsMap"", ""Allow viewers to send you gifts during your LIVE""]",static,string,,No
Tiktok Live:Hide comments that contain the following keywords from your LIVE,Hide comments that contain the following keywords from your LIVE,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Hide comments that contain the following keywords from your LIVE']",,"[""Tiktok Live"", ""Go Live Settings"", ""SettingsMap"", ""Hide comments that contain the following keywords from your LIVE""]",static,array,,No
Tiktok Live:Hide potential spam or offensive comments from your LIVE,Hide potential spam or offensive comments from your LIVE,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Hide potential spam or offensive comments from your LIVE']",,"[""Tiktok Live"", ""Go Live Settings"", ""SettingsMap"", ""Hide potential spam or offensive comments from your LIVE""]",static,string,,No
Tiktok Live:People you assigned to moderate your LIVE,People you assigned to moderate your LIVE,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'People you assigned to moderate your LIVE']",,"[""Tiktok Live"", ""Go Live Settings"", ""SettingsMap"", ""People you assigned to moderate your LIVE""]",static,array,,No
Tiktok Live:Show your username and gift information in features with ranking lists,Show your username and gift information in features with ranking lists,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Show your username and gift information in features with ranking lists']",,"[""Tiktok Live"", ""Go Live Settings"", ""SettingsMap"", ""Show your username and gift information in features with ranking lists""]",static,string,,No
Tiktok Live:app,app,"['Tiktok Live', 'Watch Live Settings', 'WatchLiveSettingsMap', 'app']",,"[""Tiktok Live"", ""Watch Live Settings"", ""WatchLiveSettingsMap"", ""app""]",static,string,,No
Tiktok Live:web,web,"['Tiktok Live', 'Watch Live Settings', 'WatchLiveSettingsMap', 'web']",,"[""Tiktok Live"", ""Watch Live Settings"", ""WatchLiveSettingsMap"", ""web""]",static,string,,No
Your Activity:note,note,"['Your Activity', 'Activity Summary', 'ActivitySummaryMap', 'note']",,"[""Your Activity"", ""Activity Summary"", ""ActivitySummaryMap"", ""note""]",static,string,,No
Your Activity:videosCommentedOnSinceAccountRegistration,videosCommentedOnSinceAccountRegistration,"['Your Activity', 'Activity Summary', 'ActivitySummaryMap', 'videosCommentedOnSinceAccountRegistration']",,"[""Your Activity"", ""Activity Summary"", ""ActivitySummaryMap"", ""videosCommentedOnSinceAccountRegistration""]",static,number,,No
Your Activity:videosSharedSinceAccountRegistration,videosSharedSinceAccountRegistration,"['Your Activity', 'Activity Summary', 'ActivitySummaryMap', 'videosSharedSinceAccountRegistration']",,"[""Your Activity"", ""Activity Summary"", ""ActivitySummaryMap"", ""videosSharedSinceAccountRegistration""]",static,number,,No
Your Activity:videosWatchedToTheEndSinceAccountRegistration,videosWatchedToTheEndSinceAccountRegistration,"['Your Activity', 'Activity Summary', 'ActivitySummaryMap', 'videosWatchedToTheEndSinceAccountRegistration']",,"[""Your Activity"", ""Activity Summary"", ""ActivitySummaryMap"", ""videosWatchedToTheEndSinceAccountRegistration""]",static,number,,No
Your Activity:LocationData:Date,Date,"['Your Activity', 'Most Recent Location Data', 'LocationData', 'Date']",,"[""Your Activity"", ""Most Recent Location Data"", ""LocationData"", ""Date""]",static,string,,No
Your Activity:GpsData,GpsData,"['Your Activity', 'Most Recent Location Data', 'LocationData', 'GpsData']",,"[""Your Activity"", ""Most Recent Location Data"", ""LocationData"", ""GpsData""]",static,string,,No
Your Activity:LastRegion,LastRegion,"['Your Activity', 'Most Recent Location Data', 'LocationData', 'LastRegion']",,"[""Your Activity"", ""Most Recent Location Data"", ""LocationData"", ""LastRegion""]",static,string,,No
Your Activity:SendGifts,SendGifts,"['Your Activity', 'Purchases', 'SendGifts', 'SendGifts']",,"[""Your Activity"", ""Purchases"", ""SendGifts"", ""SendGifts""]",static,object,,No
Your Activity:BuyGifts,BuyGifts,"['Your Activity', 'Purchases', 'BuyGifts', 'BuyGifts']",,"[""Your Activity"", ""Purchases"", ""BuyGifts"", ""BuyGifts""]",static,object,,No
Your Activity:SearchList:Date,Date,"['Your Activity', 'Searches', 'SearchList', 'Date']","[""Your Activity"", ""Searches"", ""SearchList""]","""Date""",list,string,,No
Your Activity:SearchTerm,SearchTerm,"['Your Activity', 'Searches', 'SearchList', 'SearchTerm']","[""Your Activity"", ""Searches"", ""SearchList""]","""SearchTerm""",list,string,,No
Your Activity:Resolution,Resolution,"['Your Activity', 'Status', 'Status List', 'Resolution']","[""Your Activity"", ""Status"", ""Status List""]","""Resolution""",list,string,,No
Your Activity:App Version,App Version,"['Your Activity', 'Status', 'Status List', 'App Version']","[""Your Activity"", ""Status"", ""Status List""]","""App Version""",list,string,,No
Your Activity:IDFA,IDFA,"['Your Activity', 'Status', 'Status List', 'IDFA']","[""Your Activity"", ""Status"", ""Status List""]","""IDFA""",list,string,,No
Your Activity:GAID,GAID,"['Your Activity', 'Status', 'Status List', 'GAID']","[""Your Activity"", ""Status"", ""Status List""]","""GAID""",list,string,,No
Your Activity:Android ID,Android ID,"['Your Activity', 'Status', 'Status List', 'Android ID']","[""Your Activity"", ""Status"", ""Status List""]","""Android ID""",list,string,,No
Your Activity:IDFV,IDFV,"['Your Activity', 'Status', 'Status List', 'IDFV']","[""Your Activity"", ""Status"", ""Status List""]","""IDFV""",list,string,,No
Your Activity:Web ID,Web ID,"['Your Activity', 'Status', 'Status List', 'Web ID']","[""Your Activity"", ""Status"", ""Status List""]","""Web ID""",list,string,,No
Your Activity:VideoList:Date,Date,"['Your Activity', 'Watch History', 'VideoList', 'Date']","[""Your Activity"", ""Watch History"", ""VideoList""]","""Date""",list,string,,No
Your Activity:VideoList:Link,Link,"['Your Activity', 'Watch History', 'VideoList', 'Link']","[""Your Activity"", ""Watch History"", ""VideoList""]","""Link""",list,string,,No
App Settings:Keyword filters for videos in Following feed,Keyword filters for videos in Following feed,"['App Settings', 'Settings', 'SettingsMap', 'Content Preferences', 'Keyword filters for videos in Following feed']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in Following feed""]",static,object,,Yes
App Settings:Keyword filters for videos in Following feed,Keyword filters for videos in Following feed,"['App Settings', 'Settings', 'SettingsMap', 'Content Preferences', 'Keyword filters for videos in Following feed']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in Following feed""]",static,object,,Yes
App Settings:Keyword filters for videos in For You feed,Keyword filters for videos in For You feed,"['App Settings', 'Settings', 'SettingsMap', 'Content Preferences', 'Keyword filters for videos in For You feed']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in For You feed""]",static,object,,Yes
App Settings:Keyword filters for videos in For You feed,Keyword filters for videos in For You feed,"['App Settings', 'Settings', 'SettingsMap', 'Content Preferences', 'Keyword filters for videos in For You feed']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in For You feed""]",static,object,,Yes
App Settings:Video Languages Preferences,Video Languages Preferences,"['App Settings', 'Settings', 'SettingsMap', 'Content Preferences', 'Video Languages Preferences']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Video Languages Preferences""]",static,object,,Yes
App Settings:Video Languages Preferences,Video Languages Preferences,"['App Settings', 'Settings', 'SettingsMap', 'Content Preferences', 'Video Languages Preferences']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Video Languages Preferences""]",static,object,,Yes
App Settings:Desktop notification,Desktop notification,"['App Settings', 'Settings', 'SettingsMap', 'Push Notification', 'Desktop notification']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Push Notification"", ""Desktop notification""]",static,string,,No
App Settings:New Comments on My Video,New Comments on My Video,"['App Settings', 'Settings', 'SettingsMap', 'Push Notification', 'New Comments on My Video']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Push Notification"", ""New Comments on My Video""]",static,string,,No
App Settings:New Fans,New Fans,"['App Settings', 'Settings', 'SettingsMap', 'Push Notification', 'New Fans']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Push Notification"", ""New Fans""]",static,string,,No
App Settings:New Likes on My Video,New Likes on My Video,"['App Settings', 'Settings', 'SettingsMap', 'Push Notification', 'New Likes on My Video']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Push Notification"", ""New Likes on My Video""]",static,string,,No
Profile:Description,Description,"['Profile', 'Profile Info', 'ProfileMap', 'PlatformInfo', 'Description']","[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo""]","""Description""",list,string,,No
Profile:Name,Name,"['Profile', 'Profile Info', 'ProfileMap', 'PlatformInfo', 'Name']","[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo""]","""Name""",list,string,,No
Profile:Platform,Platform,"['Profile', 'Profile Info', 'ProfileMap', 'PlatformInfo', 'Platform']","[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo""]","""Platform""",list,string,,No
Profile:Profile Photo,Profile Photo,"['Profile', 'Profile Info', 'ProfileMap', 'PlatformInfo', 'Profile Photo']","[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo""]","""Profile Photo""",list,string,,No
Post:PostList,PostList,"['Post', 'Recently Deleted Posts', 'PostList']",,"[""Post"", ""Recently Deleted Posts"", ""PostList""]",static,array,,Yes
Post:PostList,PostList,"['Post', 'Recently Deleted Posts', 'PostList']",,"[""Post"", ""Recently Deleted Posts"", ""PostList""]",static,array,,Yes
App Settings:Personalized Ads,Personalized Ads,"['App Settings', 'Settings', 'SettingsMap', 'Personalized Ads']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Personalized Ads""]",static,string,,No
Comment:date,date,"['Comment', 'Comments', 'CommentsList', 'date']","[""Comment"", ""Comments"", ""CommentsList""]","""date""",list,string,,No
Comment:comment,comment,"['Comment', 'Comments', 'CommentsList', 'comment']","[""Comment"", ""Comments"", ""CommentsList""]","""comment""",list,string,,No
Comment:photo,photo,"['Comment', 'Comments', 'CommentsList', 'photo']","[""Comment"", ""Comments"", ""CommentsList""]","""photo""",list,string,,No
Comment:url,url,"['Comment', 'Comments', 'CommentsList', 'url']","[""Comment"", ""Comments"", ""CommentsList""]","""url""",list,string,,No
Post:Date,Date,"['Post', 'Posts', 'VideoList', 'Date']","[""Post"", ""Posts"", ""VideoList""]","""Date""",list,string,,No
Post:Link,Link,"['Post', 'Posts', 'VideoList', 'Link']","[""Post"", ""Posts"", ""VideoList""]","""Link""",list,string,,No
Post:Likes,Likes,"['Post', 'Posts', 'VideoList', 'Likes']","[""Post"", ""Posts"", ""VideoList""]","""Likes""",list,string,,No
Post:WhoCanView,WhoCanView,"['Post', 'Posts', 'VideoList', 'WhoCanView']","[""Post"", ""Posts"", ""VideoList""]","""WhoCanView""",list,string,,No
Post:AllowComments,AllowComments,"['Post', 'Posts', 'VideoList', 'AllowComments']","[""Post"", ""Posts"", ""VideoList""]","""AllowComments""",list,string,,No
Post:AllowStitches,AllowStitches,"['Post', 'Posts', 'VideoList', 'AllowStitches']","[""Post"", ""Posts"", ""VideoList""]","""AllowStitches""",list,string,,No
Post:AllowDuets,AllowDuets,"['Post', 'Posts', 'VideoList', 'AllowDuets']","[""Post"", ""Posts"", ""VideoList""]","""AllowDuets""",list,string,,No
Post:AllowStickers,AllowStickers,"['Post', 'Posts', 'VideoList', 'AllowStickers']","[""Post"", ""Posts"", ""VideoList""]","""AllowStickers""",list,string,,No
Post:AllowSharingToStory,AllowSharingToStory,"['Post', 'Posts', 'VideoList', 'AllowSharingToStory']","[""Post"", ""Posts"", ""VideoList""]","""AllowSharingToStory""",list,string,,No
Post:ContentDisclosure,ContentDisclosure,"['Post', 'Posts', 'VideoList', 'ContentDisclosure']","[""Post"", ""Posts"", ""VideoList""]","""ContentDisclosure""",list,string,,No
Post:AIGeneratedContent,AIGeneratedContent,"['Post', 'Posts', 'VideoList', 'AIGeneratedContent']","[""Post"", ""Posts"", ""VideoList""]","""AIGeneratedContent""",list,string,,No
Post:Sound,Sound,"['Post', 'Posts', 'VideoList', 'Sound']","[""Post"", ""Posts"", ""VideoList""]","""Sound""",list,string,,No
Post:Location,Location,"['Post', 'Posts', 'VideoList', 'Location']","[""Post"", ""Posts"", ""VideoList""]","""Location""",list,string,,No
Post:Title,Title,"['Post', 'Posts', 'VideoList', 'Title']","[""Post"", ""Posts"", ""VideoList""]","""Title""",list,string,,No
Post:AddYoursText,AddYoursText,"['Post', 'Posts', 'VideoList', 'AddYoursText']","[""Post"", ""Posts"", ""VideoList""]","""AddYoursText""",list,string,,No
Profile:PlatformInfo,PlatformInfo,"['Profile', 'Profile Info', 'ProfileMap', 'PlatformInfo']",,"[""Profile"", ""Profile Info"", ""ProfileMap"", ""PlatformInfo""]",static,array,,No
Your Activity:FavoriteEffectsList:Date,Date,"['Your Activity', 'Favorite Effects', 'FavoriteEffectsList', 'Date']","[""Your Activity"", ""Favorite Effects"", ""FavoriteEffectsList""]","""Date""",list,string,,No
Your Activity:EffectLink,EffectLink,"['Your Activity', 'Favorite Effects', 'FavoriteEffectsList', 'EffectLink']","[""Your Activity"", ""Favorite Effects"", ""FavoriteEffectsList""]","""EffectLink""",list,string,,No
Your Activity:FavoriteSoundList:Date,Date,"['Your Activity', 'Favorite Sounds', 'FavoriteSoundList', 'Date']","[""Your Activity"", ""Favorite Sounds"", ""FavoriteSoundList""]","""Date""",list,string,,No
Your Activity:FavoriteSoundList:Link,Link,"['Your Activity', 'Favorite Sounds', 'FavoriteSoundList', 'Link']","[""Your Activity"", ""Favorite Sounds"", ""FavoriteSoundList""]","""Link""",list,string,,No
Your Activity:FavoriteVideoList:Date,Date,"['Your Activity', 'Favorite Videos', 'FavoriteVideoList', 'Date']","[""Your Activity"", ""Favorite Videos"", ""FavoriteVideoList""]","""Date""",list,string,,No
Your Activity:FavoriteVideoList:Link,Link,"['Your Activity', 'Favorite Videos', 'FavoriteVideoList', 'Link']","[""Your Activity"", ""Favorite Videos"", ""FavoriteVideoList""]","""Link""",list,string,,No
Your Activity:FansList:Date,Date,"['Your Activity', 'Follower', 'FansList', 'Date']","[""Your Activity"", ""Follower"", ""FansList""]","""Date""",list,string,,No
Your Activity:FansList:UserName,UserName,"['Your Activity', 'Follower', 'FansList', 'UserName']","[""Your Activity"", ""Follower"", ""FansList""]","""UserName""",list,string,,No
Your Activity:Following:Date,Date,"['Your Activity', 'Following', 'Following', 'Date']","[""Your Activity"", ""Following"", ""Following""]","""Date""",list,string,,No
Your Activity:Following:UserName,UserName,"['Your Activity', 'Following', 'Following', 'UserName']","[""Your Activity"", ""Following"", ""Following""]","""UserName""",list,string,,No
Your Activity:HashtagName,HashtagName,"['Your Activity', 'Hashtag', 'HashtagList', 'HashtagName']","[""Your Activity"", ""Hashtag"", ""HashtagList""]","""HashtagName""",list,string,,No
Your Activity:HashtagLink,HashtagLink,"['Your Activity', 'Hashtag', 'HashtagList', 'HashtagLink']","[""Your Activity"", ""Hashtag"", ""HashtagList""]","""HashtagLink""",list,string,,No
Your Activity:date,date,"['Your Activity', 'Like List', 'ItemFavoriteList', 'date']","[""Your Activity"", ""Like List"", ""ItemFavoriteList""]","""date""",list,string,,No
Your Activity:link,link,"['Your Activity', 'Like List', 'ItemFavoriteList', 'link']","[""Your Activity"", ""Like List"", ""ItemFavoriteList""]","""link""",list,string,,No
Your Activity:LoginHistoryList:Date,Date,"['Your Activity', 'Login History', 'LoginHistoryList', 'Date']","[""Your Activity"", ""Login History"", ""LoginHistoryList""]","""Date""",list,string,,No
Your Activity:IP,IP,"['Your Activity', 'Login History', 'LoginHistoryList', 'IP']","[""Your Activity"", ""Login History"", ""LoginHistoryList""]","""IP""",list,string,,No
Your Activity:DeviceModel,DeviceModel,"['Your Activity', 'Login History', 'LoginHistoryList', 'DeviceModel']","[""Your Activity"", ""Login History"", ""LoginHistoryList""]","""DeviceModel""",list,string,,No
Your Activity:DeviceSystem,DeviceSystem,"['Your Activity', 'Login History', 'LoginHistoryList', 'DeviceSystem']","[""Your Activity"", ""Login History"", ""LoginHistoryList""]","""DeviceSystem""",list,string,,No
Your Activity:NetworkType,NetworkType,"['Your Activity', 'Login History', 'LoginHistoryList', 'NetworkType']","[""Your Activity"", ""Login History"", ""LoginHistoryList""]","""NetworkType""",list,string,,No
Your Activity:Carrier,Carrier,"['Your Activity', 'Login History', 'LoginHistoryList', 'Carrier']","[""Your Activity"", ""Login History"", ""LoginHistoryList""]","""Carrier""",list,string,,No
